"Speaker","Word","Iter","Vowel","Phonation","Tone","Duration","h1c","h2c","h4c","a1c","a2c","a3c","h1h2c","h2h4c","h1a1c","h1a2c","h1a3c","h42Kc","h2Kh5Kc","cpp","energy","hnr05","hnr15","hnr25","hnr35","shr","soe","f0","f1","f2","h1cz","h2cz","h4cz","a1cz","a2cz","a3cz","h1h2cz","h2h4cz","h42Kcz","h2Kh5Kcz","h1a1cz","h1a2cz","h1a3cz","energyz","hnr05z","hnr15z","hnr25z","hnr35z","cppz","shrz","durationz","norm.soe"
"f3","kandadw",2,"a","modal","H",140,4.65825,-7.0525,-12.718,-21.8385,-26.97075,-21.26075,11.71075,5.6655,26.49675,31.62925,25.919,8.951,15.29125,22.85075,-0.945004138470859,46.44375,46.322,47.6925,48.3125,0,0.10775,225.23225,755.311,1747.57075,1.36257990844609,-0.487137790412133,-0.998638161395773,-1.03298607026849,-1.57684837308169,-1.01697112347365,1.35000121251825,0.627158761014464,0.483312905735123,-0.559521765268098,1.62607727406965,2.04036760393384,1.50051434291468,0.189172840531261,1.36894369111572,0.316808937319791,0.157103979168827,0.248462355091383,0.943072112425124,-0.716039701769433,0.371959958221351,0.942871493740613
"f3","kandadw",3,"a","modal","M",41,0,0,0,0,0,0,0,0,0,0,0,0,0,16.557,-1.36401388819917,31.235,39.616,41.836,43.278,0,0.0975,241.7845,276.56225,1900.95775,0.0718675546790345,0.731247053674007,1.06843684615724,1.76515414017198,2.10837277201502,2.19661572732647,-0.693270807711601,-0.441606942304922,-0.834411274797193,-2.24712704652451,-1.69338493889778,-1.88078722728051,-1.8390417986759,-1.25185090054543,-0.228004194197247,-0.338000430495415,-0.403874574742628,-0.277744549794204,-0.612824504401454,-0.716039701769433,-2.01579727507228,0.887749182761654
"f3","kandadw",4,"a","modal","H",116,5.7955,-7.3175,-16.59125,-20.59525,-28.351,-25.2185,13.113,9.27375,26.391,34.1465,31.01425,5.27125,13.27275,19.27775,-0.896196279044043,40.03,41.077,42.21075,43.53425,0,0.11875,228.43475,718.78625,1779.715,1.67769022333292,-0.532919000434512,-1.6281631081645,-0.873689973163376,-1.76544255327764,-1.61518959454143,1.59466344084413,1.30783546192386,-0.0584026068683611,-0.782291732420298,1.61282911612495,2.35243719138452,2.15701626931768,0.357028801474365,0.69548765433255,-0.195340650242207,-0.367978269256704,-0.250961250682687,0.0597801780582735,-0.716039701769433,-0.206890280152863,0.996523494697623
"f3","kandadw",6,"a","modal","H",119,3.49725,-9.09675,-15.6615,-21.197,-22.67525,-23.13975,12.59375,6.56475,24.694,26.1725,26.63725,4.987,17.42575,22.82575,-0.980883709552927,44.54425,48.40075,48.5145,48.94275,0,0.09025,231.20075,691.2285,1807.307,1.0408889209028,-0.840300954896087,-1.47704949059315,-0.950791462351395,-0.989921149005131,-1.30098413772073,1.50406557166373,0.796797373442309,-0.100248556853425,-0.32394956071701,1.40023219856314,1.36388107247233,1.59305789006918,0.0657787816043869,1.16949255225474,0.519789100359735,0.235841172256033,0.314336205881757,0.936891788227204,-0.716039701769433,-0.134534000356087,0.845178431826051
"f3","gwanhax",1,"a","modal","L",46,4.82675,0.1875,-0.37725,-19.15975,-8.52625,-8.067,4.63925,0.56475,23.9865,13.353,12.89375,-1.2345,34.6205,24.429,-0.635449004646028,38.77775,41.2475,45.70225,48.16825,0,0.108,224.17775,353.0755,1531.90725,1.40926804918773,0.763639419255879,1.00712185586008,-0.68976111943774,0.943365614691595,0.977279385692022,0.116177751932428,-0.335069932164665,-1.01614856681676,1.57373381440822,1.31159795037518,-0.225383432969697,-0.177735343927124,1.25376930231525,0.563999005404586,-0.17869212694777,-0.0335367733151258,0.233385317445193,1.33323597903987,-0.716039701769433,-1.89520347541099,0.944150067108664
"f3","gwanhax",2,"a","modal","F",140,-2.60325,-4.951,2.45625,-20.08025,-12.52725,-14.1275,2.34775,-7.407,17.47725,9.92375,11.52425,12.3705,28.22325,21.3005,-1.05799194697769,40.788,43.0235,42.50125,44.0445,0,0.05275,240.4095,356.51775,1626.4415,-0.649443438707772,-0.124084156970513,1.46765472532866,-0.807703655038192,0.396678192149323,0.061227830160154,-0.283639325057235,-1.83889713107673,0.986715635634604,0.867706976476885,0.496131547523573,-0.650515872244792,-0.354189764850319,-0.199405503089955,0.775079106428693,-0.00527407785146721,-0.34015204712552,-0.197629822890876,0.559830208912052,-0.716039701769433,0.371959958221351,0.550477070804435
"f3","gwanhax",3,"a","modal","L",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.859334860023264,0,0,0,0,0,0.11025,226.35425,319.5935,1591.7755,0.0718675546790345,0.731247053674007,1.06843684615724,1.76515414017198,2.10837277201502,2.19661572732647,-0.693270807711601,-0.441606942304922,-0.834411274797193,-2.24712704652451,-1.69338493889778,-1.88078722728051,-1.8390417986759,0.483799550778315,-3.50773903090312,-4.20631655267961,-4.41123371099118,-4.80116940422631,-4.70592961420049,-0.716039701769433,-2.37757867405617,0.955527003438889
"f3","gwanhax",4,"a","modal","F",168,-4.7805,-11.15675,-1.069,-22.8375,-15.14175,-17.6265,6.37625,-10.088,18.05675,10.3615,12.846,12.2885,26.53525,22.0375,-1.35163998901907,41.72675,44.295,44.676,46.36625,0.2555,0.035,238.1125,442.572,1605.498,-1.25271794570918,-1.19618507808892,0.894690723883758,-1.16098671455405,0.0394389354043173,-0.46765005001574,0.419246598858478,-2.34465317213211,0.974643980757647,0.681412349499965,0.568730200279651,-0.596246943093323,-0.1838877342879,-1.20929560797819,0.87364965478655,0.118881918446928,-0.131838530499731,0.0450399320834242,0.742026166266759,0.505884679117249,1.0472852363246,0.327290463872601
"f3","gwanhax",5,"a","modal","L",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.950781977329818,0,0,0,0,0,0.11075,218.34,608.821,1543.32875,0.0718675546790345,0.731247053674007,1.06843684615724,1.76515414017198,2.10837277201502,2.19661572732647,-0.693270807711601,-0.441606942304922,-0.834411274797193,-2.24712704652451,-1.69338493889778,-1.88078722728051,-1.8390417986759,0.169302174101004,-3.50773903090312,-4.20631655267961,-4.41123371099118,-4.80116940422631,-4.70592961420049,-0.716039701769433,-2.25698487439487,0.958023951377101
"f3","gwanhax",6,"a","modal","F",142,3.87525,-6.63025,-12.07625,-20.95725,-22.77825,-24.64925,10.5055,5.44625,24.8325,26.6535,28.52425,6.91225,17.4825,21.474,-0.876148359032914,39.77725,45.80275,45.3785,46.59925,0,0.0685,231.2175,621.3595,1772.65675,1.14562552149829,-0.414190183121757,-0.894333602023454,-0.920072589010593,-1.00399483171492,-1.52914680137477,1.13971121380919,0.585798443222076,0.183177705974174,-0.317686397161951,1.4175832139328,1.42351180901569,1.83619004945733,0.425975952976151,0.66894842014086,0.266106616377643,-0.0645479244854213,0.0693931367389689,0.602721658845623,-0.716039701769433,0.420197478085869,0.693569996016212
"f3","player",1,"a","modal","M",85,-2.49675,1.292,-4.99575,-15.26275,-16.03225,-10.834,-3.78875,6.28775,12.7665,13.5355,8.338,12.201,17.6305,17.64125,-1.18708664335714,34.028,42.73175,44.696,44.1215,0,0.084,224.321,295.57975,2138.97025,-0.619934317111423,0.954452047443492,0.256470344428749,-0.190443290828335,-0.082236933072037,0.559044148639522,-1.35432555370531,0.744542832833454,0.961762641712112,-0.301352508066818,-0.0940222117010993,-0.202758465362289,-0.764724922693716,-0.643377325823217,0.065266156336434,-0.0337620935180474,-0.129922783709287,-0.189581768133465,-0.344783843937626,-0.716039701769433,-0.95457183805289,0.805671195671243
"f3","player",2,"a","modal","M",82,-3.13275,1.8625,-1.183,-4.866,-12.22875,-10.2605,-4.995,3.04475,1.733,9.096,7.12775,14.368,20.77675,17.654,-1.21824462534753,35.04425,44.383,46.18425,46.30475,0,0.0905,219.73375,247.1635,2163.12025,-0.796157803827646,1.05301121845393,0.876162138346642,1.14167953046878,0.437464544468461,0.645729334201361,-1.56479003073729,0.132768554152884,1.28077820413123,0.0458805903491385,-1.47627801012076,-0.753134047242228,-0.920660638591706,-0.750533285323684,0.171974353160585,0.127474704663411,0.0126327243345484,0.0386119402966591,-0.341631878596686,-0.716039701769433,-1.02692811784967,0.846701875887537
"f3","player",3,"a","modal","M",70,4.50075,-11.713,-28.846,-37.3805,-34.172,-31.24425,16.2135,17.133,41.881,38.67275,35.745,6.63325,1.9725,15.911,-1.23657200643706,28.486,42.12075,44.82825,45.4695,0,0.09775,219.3625,732.15075,2183.88975,1.31893965819797,-1.29228242931514,-3.61994542054147,-3.02436346114542,-2.56081058292487,-2.52598864754797,2.13563348108259,2.79044014885579,0.142104636331842,-2.02943382868567,3.5533867195618,2.91356738115455,2.7665538755845,-0.813563301400635,-0.516654460440386,-0.0934233705438585,-0.117254908057483,-0.0486885497829292,-0.772524081675729,-0.716039701769433,-1.31635323703677,0.88916063714767
"f3","shchag",1,"a","modal","F",130,-1.0135,-8.4,-7.94025,-21.428,-16.02,-14.184,7.3865,-0.45975,20.4145,15.0065,13.17025,7.6605,13.32875,21.56,-1.01322826573376,39.67675,40.3995,40.44575,40.97675,0.14325,0.05075,240.757,640.26225,1730.91825,-0.208953992155702,-0.719930924393852,-0.222103516220712,-0.980389208927934,-0.0805631212934457,0.0526877900830068,0.595513324596557,-0.528336274597056,0.293331556726414,-0.776111341951869,0.864104615354102,-0.0203950278253157,-0.142109460476767,-0.0454579458975005,0.658395727613601,-0.261495339579337,-0.537042923513294,-0.518271640839582,0.623981974086471,-0.030949026379933,0.130772358898762,0.529362940952849
"f3","shchag",2,"a","modal","F",135,-0.12875,-11.3415,-11.104,-23.90175,-19.3735,-17.82,11.213,-0.23775,23.7735,19.245,17.6915,8.3135,12.42175,21.34,-1.20238626984692,49.6645,50.319,48.44575,47.29,0,0.06325,233.32975,582.32075,1693.98075,0.0361933818571575,-1.22810235564226,-0.736312397738707,-1.29734776128167,-0.538777635538761,-0.496897797890571,1.2631546272808,-0.486457184289598,0.389463149831945,-0.876211594717311,1.2849137173518,0.505062096580163,0.440434935725494,-0.695994538228595,1.70712861108756,0.707097193084387,0.229255792663884,0.141590459124452,0.569595121144766,-0.716039701769433,0.251366158560056,0.649834674267087
"f3","shchag",3,"a","modal","F",127,-4.9315,-12.701,-6.633,-25.14525,-20.73375,-5.0875,7.76975,-6.068,20.214,15.8025,0.156,-12.29625,41.5695,20.497,-1.28191370521691,39.40675,41.21275,41.31775,41.88325,0.08625,0.05075,239.34075,402.42425,768.99125,-1.29455716975659,-1.46296860102122,-0.00963427548917576,-1.45667589058005,-0.724639061810475,1.4276342425037,0.662382141858738,-1.58630207737544,-2.64460744895321,2.34065405307091,0.838986358447124,0.0782870226705583,-1.81894184273284,-0.969498728785969,0.630045210376189,-0.182085301050302,-0.453516363449981,-0.423524087104596,0.361194589190875,-0.303550551665807,0.0584160791019849,0.529362940952849
"f3","xa7ag",1,"a","rearticulated","L",74,-1.79325,-11.48475,0.57325,-21.95175,-12.49575,-12.64425,9.6915,-12.05825,20.159,10.70275,10.851,11.14975,29.22825,21.21775,-1.25963731050576,38.789,40.8025,42.55,43.26475,0,0.07725,210.81475,426.86475,1672.09325,-0.425007866003148,-1.25285012294681,1.16160800106208,-1.04749665381738,0.400982279579986,0.285422776079244,0.997685858945748,-2.7163300986108,0.807002554036479,0.978622912562077,0.832096063534985,-0.553941352978101,-0.440935247790473,-0.892887591061417,0.565180276956146,-0.22214428451976,-0.335482414323815,-0.279129442333628,0.539373335816934,-0.716039701769433,-1.21987819730774,0.759598685090873
"f3","xa7ag",2,"a","rearticulated","L",123,2.18475,-10.64025,-27.24,-34.28725,-36.12925,-27.20675,12.82475,16.59975,36.472,38.314,29.3915,0.17875,10.90025,19.9195,-1.36906388093581,42.8855,46.78925,47.81725,47.15525,0,0.0955,217.8835,831.87275,1696.80425,0.677220168835118,-1.10695490836606,-3.35891990850105,-2.62802913388187,-2.82824471383485,-1.91571587212352,1.54437006426011,2.68984544206997,-0.808096539318458,-1.04413059646221,2.8757575344753,2.86909227359752,1.94793163145488,-1.26921841867713,0.995320624597113,0.36243370277038,0.169053449774215,0.127506363298981,0.218429100218903,-0.716039701769433,-0.0380589606270508,0.876326865161504
"f3","xa7ag",3,"a","rearticulated","L",97,-10.43575,-12.84825,-6.51775,-24.631,-18.1625,-10.6635,2.413,-6.33,14.19525,7.727,0.22775,3.287,27.30725,15.14175,-1.42596873227228,16.17275,22.1255,27.49675,30.783,0.09525,0.029,180.47375,298.80075,1571.63425,-2.8196800105707,-1.48840740545818,0.00909747436304034,-1.39078566903466,-0.373309385426616,0.584815420022771,-0.272254614486179,-1.63572694972028,-0.350514572595235,0.766613446671874,0.0849688584028649,-0.922852297404102,-1.80969715145775,-1.46492088577119,-1.80956929886102,-2.04586551367046,-1.77739318298558,-1.58372434451968,-0.962692657245754,-0.260508205568038,-0.665146718865783,0.225770455916985
"f3","xkal",1,"a","modal","L",124,3.09475,-3.6435,-4.3805,-16.3715,-18.06725,-11.29,6.738,0.73725,19.466,21.162,14.385,6.72575,16.427,22.79975,-0.730487055782084,37.43125,39.733,40.81,40.8945,0.14825,0.0725,205.738,525.31275,1644.79675,0.929363836935375,0.101798605687073,0.356467820320949,-0.332506067957069,-0.36029464486247,0.490119223415112,0.482364132177706,-0.302528747128465,0.155722051894264,-0.43417572108028,0.745278347642039,0.742717235776884,0.0144060618426576,0.926922282451111,0.422613925922453,-0.326575930639408,-0.502152385092351,-0.526868426603181,0.930464251061367,-0.00703661188117208,-0.0139402006947919,0.724728807203608
"f3","xkal",2,"a","modal","L",107,2.723,-6.1255,-5.3605,-19.44525,-17.13775,-9.677,8.8485,-0.76475,22.16825,19.861,12.40025,4.4905,23.281,23.3955,-0.8290052979637,42.577,42.93825,43.13825,43.1285,0.2645,0.09225,210.0745,486.6565,1661.1195,0.826358992302111,-0.326989934975358,0.197186997282582,-0.726341884145974,-0.233289906233867,0.733926031281279,0.850600632717389,-0.585872862632077,-0.173340954980372,0.322259926609181,1.08381106448434,0.581429110531744,-0.24132078147776,0.588106476840609,0.962927533605477,-0.0135983394986858,-0.279135511849912,-0.293370318446581,1.07774137669782,0.548927025215019,-0.423959119543194,0.857250849579259
"f3","xkal",3,"a","modal","L",124,2.02875,-9.7835,0.28775,-13.161,-13.305,-10.08875,11.81225,-10.071,15.18975,15.33375,12.1175,9.81075,25.9,23.116,-0.856204796154234,44.2275,46.41225,47.16225,47.18775,0.215,0.0795,205.9995,386.9815,1703.513,0.633995540017931,-0.95894339256729,1.11520527149325,0.0788513579476006,0.290408223920817,0.67168954452437,1.36771076229544,-2.34144621476623,0.609881262813959,0.611303545123728,0.209557918223262,0.0201749483364613,-0.277751951624554,0.494564208042935,1.13623319545862,0.325621425456582,0.106312742387209,0.130903269527759,1.00864535216507,0.312194121677286,-0.0139402006947919,0.775383572386527
"f3","xmanh",1,"a","modal","F",95,-0.0785,-0.458,7.04275,-21.42475,-11.88025,-7.76575,0.38,-7.50075,21.34675,11.80175,7.68725,9.3415,30.52625,23.44275,-0.836391436568948,49.0575,49.26325,50.17725,49.40425,0.3915,0.10575,244.59375,356.9655,1531.56125,0.0501166997934629,0.652123302012688,2.21310523029343,-0.979972790415494,0.485082781598173,1.02281367017416,-0.626969044998936,-1.85658255772684,0.540800481704051,1.12187553449101,0.980895114114852,-0.417695657632667,-0.848571373526698,0.562704678691646,1.64339244826123,0.604008169811064,0.395111571046483,0.362572274330402,1.08942218943189,1.15630235348355,-0.713384238730301,0.932535819594548
"f3","xmanh",2,"a","modal","F",86,-1.248,-8.73925,-2.20175,-13.9575,-10.85875,-7.5125,7.49175,-6.53775,12.70975,9.61125,6.26475,2.35825,30.76075,23.84175,-0.872895201635192,48.414,49.126,51.167,51.96875,0.701,0.06775,234.2565,429.998,1422.9895,-0.273929475858461,-0.778539511186652,0.710583221540176,-0.0232032097935828,0.624658188278236,1.06109269936951,0.613877168084735,-1.67491785517692,-0.487240785607121,1.14775591957756,-0.101131743269533,-0.689257255134189,-1.03185462563568,0.437163943343001,1.57582371551206,0.590606352672287,0.489917090338528,0.63061430582888,1.18806016363071,2.63648081095685,-0.930453078120631,0.687528506833852
"f3","xmanh",3,"a","modal","F",60,-9.36825,-16.37925,-8.601,-17.1025,-12.2905,-6.72,7.011,-7.778,7.734,2.922,-2.6485,-3.07575,32.36,24.316,-1.1627272974977,56.77575,55.952,56.5135,56.397,0.62025,0.0405,236.451,468.4945,1378.845,-2.52389609222232,-2.09842043409599,-0.32949617318255,-0.426168201062913,0.429027166727399,1.18087998717728,0.529996714337068,-1.90888425947343,-1.28720874416065,1.32425573130317,-0.724484196161782,-1.51853980071148,-2.18029008915789,-0.559602674461718,2.45382348406738,1.25713315623724,1.00204410109369,1.0934558445238,1.30530091366527,2.25029531680186,-1.55754083635936,0.406455843358681
"f3","ya7a",1,"a","rearticulated","L",168,-1.501,-8.3415,-15.2495,-25.914,-26.429,-23.134,6.8405,6.908,24.4125,24.92775,21.633,4.01325,12.22675,21.07725,-1.25766771764285,33.84075,37.36925,38.9625,40.78175,0,0.06075,204.84325,761.91325,1714.19825,-0.344030957209411,-0.709824506332308,-1.41008653233621,-1.55517488486886,-1.50282490115911,-1.30011501859783,0.500248160277833,0.861549615550575,-0.2435994585173,-0.897732597241304,1.36496641642192,1.20956639614728,0.948280937966294,-0.886113929881598,0.0456045476227099,-0.557385003585009,-0.679119494859519,-0.538653078212248,0.504639913824618,-0.716039701769433,1.0472852363246,0.627735803509943
"f3","ya7a",2,"a","rearticulated","L",128,-4.59825,-13.175,-14.2685,-26.65425,-25.37975,-21.5525,8.5765,1.09325,22.05575,20.78125,16.954,2.265,19.2805,19.165,-1.68824613894425,31.621,35.0445,37.499,39.8075,0.00075,0.05325,189.88275,509.38275,1712.41675,-1.20221994185064,-1.54485650121219,-1.25064317784576,-1.6500222091255,-1.35945779840917,-1.06106947201361,0.803142528880955,-0.235371286995784,-0.500968612647076,-0.119251717479189,1.06971727943678,0.695514734864442,0.345411105545971,-2.36692369121281,-0.187473454739316,-0.78438590991194,-0.819304266250181,-0.64048187493184,0.0319069159256517,-0.712452839594619,0.0825348390342438,0.555632834094857
"f3","ya7a",3,"a","rearticulated","L",110,-7.07825,-11.82875,-13.47425,-25.709,-25.2515,-23.2795,4.75075,1.6455,18.63075,18.17325,16.20125,8.01625,15.50375,17.46875,-1.66756154008439,25.0355,30.45575,33.68225,36.8915,0.29975,0.03925,186.66525,541.15125,1848.95825,-1.88938070766233,-1.31227931633435,-1.12155257203125,-1.52890848639185,-1.34193401387005,-1.32210751118588,0.135632084938907,-0.131192333742209,0.345703400902972,-0.536069390722722,0.640639823544516,0.372194649822685,0.248422375827143,-2.29578692637376,-0.878963570542951,-1.23245577071749,-1.18490059437134,-0.945262753796944,-0.38742808090328,0.717509547431283,-0.351602839746417,0.389426428742875
"f3","yag",1,"a","modal","L",153,0.47475,-3.5955,1.49425,-13.116,-14.67025,-12.9355,4.07025,-5.0895,13.59075,15.14525,13.41025,16.15,17.43,17.166,-1.06173051653709,34.905,39.24975,40.31,41.3545,0,0.08775,202.1595,287.59475,1812.246,0.2034117375698,0.110091051276032,1.31129946842773,0.0846171527352383,0.103863609168047,0.241400003115189,0.0168995861863583,-1.40171338428604,1.54311587475,-0.323480513226103,0.00923825341399602,-0.00319385382242309,-0.1111864513336,-0.212262882891398,0.157352836400179,-0.373763020856631,-0.550046054853425,-0.478789138442019,-0.462271806940102,-0.716039701769433,0.685503837340717,0.829710257800195
"f3","yag",2,"a","modal","L",121,-3.44325,-1.17825,3.10575,-4.50675,-15.853,-11.976,-2.26425,-4.2845,1.0635,12.41,8.533,20.69775,18.5155,15.5415,-1.27572413039921,32.61375,38.27075,41.19375,42.51775,0,0.105,216.672,238.9185,1916.08725,-0.882191440031086,0.527693428357524,1.5732189034546,1.18770979219008,-0.057744626026123,0.386429533274883,-1.08833335040147,-1.24985452078377,2.21261427068518,-0.203680265842544,-1.56015169091488,-0.342289429976743,-0.739599977764893,-0.948212054036143,-0.0832328029339766,-0.46935776751501,-0.465393993550728,-0.357206025499688,-0.863869273321,-0.716039701769433,-0.0862964804915687,0.928609938768936
