"idnum","measurement.no","Speaker","Word","Iter","Vowel","Phonation","Tone","Duration","h1h2c","h1c","h2c","h4c","h2h4c","h42Kc","h2Kh5Kc","h1a1c","h1a2c","h1a3c","cpp","shr","hnr05","hnr15","hnr25","hnr35","f0","f1","f2","sB1","sB2","energy","soe","a1c","a2c","a3c","h1cz","h2cz","h4cz","a1cz","a2cz","a3cz","h1h2cz","h2h4cz","h42Kcz","h2Kh5Kcz","h1a1cz","h1a2cz","h1a3cz","energyz","hnr05z","hnr15z","hnr25z","hnr35z","cppz","shrz","durationz","norm.soe","H1c_resid"
605,"07","f6","llume",3,"e","modal","H",93,2.937,-7.752,-10.689,-6.098,-4.591,28.019,10.782,8.614,18.539,11.049,15.354,0,22.815,37.772,42.341,45.067,172.003,212.206,2083.597,123.338,491.704,-2.09691001300806,0.066,-16.366,-26.291,-18.802,-0.96525616273629,-0.517847063424961,0.439442892224324,0.00655434188549241,-0.607273723251061,-0.341928660579231,-0.277653174028763,-0.865647067524338,2.75619752780444,-1.08106396165442,-0.45338817822528,0.0564617268344008,-0.184746914496254,-1.54880156417043,-0.178185904262883,0.268174749262135,0.32842040688243,0.452236351757157,0.236066482451516,-0.803139598474281,-0.00348210369812651,0.854615634243183,0.0330090545084242
605,"08","f6","llume",3,"e","modal","H",93,0.232,-8.953,-9.185,-6.023,-3.162,27.25,13.891,5.723,16.622,10.03,14.386,0,23.837,38.189,42.793,45.727,166.744,209.169,2022.803,88.178,441.853,-2.22184874961636,0.06,-14.676,-25.575,-18.984,-1.23993495685893,-0.228872630465304,0.450295059703658,0.181827303374532,-0.514264283800464,-0.365345293430113,-0.77005129582136,-0.649847834018261,2.65137670016087,-0.7418246202312,-0.759373553772357,-0.181730990783076,-0.305122805977745,-1.87779192374996,-0.0639112115652524,0.303182865744451,0.364137951444132,0.504916024259632,0.0171230897275244,-0.803139598474281,-0.00348210369812651,0.835546707629029,-0.02962215367767
605,"09","f6","llume",3,"e","modal","H",93,-0.497,-9.844,-9.347,-7.256,-2.091,25.385,15.874,5.09,15.697,8.884,13.938,0,24.589,39.027,43.386,46.338,167.605,222.716,2000.593,110.072,439.746,-2.30102999566398,0.033,-14.933,-25.541,-18.727,-1.44371414550444,-0.259998865930373,0.271885426343419,0.155173367810814,-0.509847634441078,-0.332278949239582,-0.902753044725909,-0.488111669508109,2.39716233923077,-0.525449060873772,-0.8263706975708,-0.296664879043987,-0.440501384621306,-2.08629304450992,0.0201734938247848,0.373534907979897,0.410997473402295,0.553684630167226,-0.0842060837645707,-0.803139598474281,-0.00348210369812651,0.716742722741879,-0.0990139414926057
605,"10","f6","llume",3,"e","modal","H",93,-0.497,-9.844,-9.347,-7.256,-2.091,25.385,15.874,5.09,15.697,8.884,13.938,0,24.589,39.027,43.386,46.338,161.444,222.716,2000.593,110.072,439.746,-2.30102999566398,0.023,-14.933,-25.541,-18.727,-1.44371414550444,-0.259998865930373,0.271885426343419,0.155173367810814,-0.509847634441078,-0.332278949239582,-0.902753044725909,-0.488111669508109,2.39716233923077,-0.525449060873772,-0.8263706975708,-0.296664879043987,-0.440501384621306,-2.08629304450992,0.0201734938247848,0.373534907979897,0.410997473402295,0.553684630167226,-0.0842060837645707,-0.803139598474281,-0.00348210369812651,0.645948404731472,-0.0990139414926057
617,"01","f6","player",1,"e","modal","H",105,6.707,-2.558,-9.266,-4.989,-4.277,9.927,28.462,14.459,13.392,15.068,21.301,0,41.189,54.264,54.422,53.214,181.87,294.015,2249.062,183.317,150.356,-1.55284196865778,0.093,-17.018,-15.951,-17.626,0.222655291612555,-0.244435748197838,0.599910275352065,-0.061065759233356,0.735907287809243,-0.190621186773536,0.408609642665541,-0.8182286215335,0.290113764829937,0.848093824245396,0.165250535047866,-0.583067703304959,0.290023161916024,-0.116154281144851,1.87629863940274,1.65271637282653,1.2830745127451,1.10251103642029,1.58116602432092,-0.803139598474281,0.325829115931367,0.923437478877072,0.297521421259754
617,"02","f6","player",1,"e","modal","H",105,6.707,-2.558,-9.266,-4.989,-4.277,9.927,28.462,14.459,13.392,15.068,21.301,0,41.189,54.264,54.422,53.214,180.953,331.81,2362.012,145.793,221.999,-1.45593195564972,0.093,-17.018,-15.951,-17.626,0.222655291612555,-0.244435748197838,0.599910275352065,-0.061065759233356,0.735907287809243,-0.190621186773536,0.408609642665541,-0.8182286215335,0.290113764829937,0.848093824245396,0.165250535047866,-0.583067703304959,0.290023161916024,0.139030466931588,1.87629863940274,1.65271637282653,1.2830745127451,1.10251103642029,1.58116602432092,-0.803139598474281,0.325829115931367,0.923437478877072,0.133044535473221
617,"03","f6","player",1,"e","modal","H",105,12.947,-0.962,-13.909,-8.742,-5.167,9.213,24.496,15.642,21.249,18.272,21.301,0,41.189,54.264,54.422,53.214,181.312,353.091,2380.029,95.45,190.488,-1.48148606012211,0.081,-16.604,-22.21,-19.233,0.587673905617322,-1.13652902760721,0.0568678146862297,-0.0181290692591178,-0.0771458986730049,-0.397382335077747,1.54449292546991,-0.952631223227277,0.192789875444363,0.415342705530539,0.290460047075604,0.393186956225826,0.668516151422106,0.0717410557583254,1.87629863940274,1.65271637282653,1.2830745127451,1.10251103642029,1.58116602432092,-0.803139598474281,0.325829115931367,0.895678116175322,0.541433895102928
617,"04","f6","player",1,"e","modal","H",105,13.57,-1.138,-14.708,-9.298,-5.41,8.74,24.858,15.431,20.342,18.99,18.232,0,35.469,51.356,53.311,52.044,182.175,334.064,2322.058,138.477,201.365,-1.53760200210104,0.074,-16.568,-21.48,-20.128,0.547421226378701,-1.29004669511702,-0.0235829202272273,-0.0143954440439669,0.0176821611020457,-0.512535557064225,1.65789922117297,-0.989327663914455,0.128316206425629,0.454842429427357,0.268127665809456,0.280489619304046,0.753334493015541,-0.0760241964842392,1.23671816755298,1.40858303294506,1.19528205255029,1.00912434425681,0.887015949661896,-0.803139598474281,0.325829115931367,0.877541636568356,0.596421894233684
617,"05","f6","player",1,"e","modal","H",105,11.731,-1.577,-13.308,-9.034,-4.274,7.852,26.793,16.377,17.795,19.803,19.866,0,38.375,52.635,53.171,51.829,184.491,319.266,2262.374,165.99,193.01,-1.58502665202918,0.074,-17.954,-19.372,-21.38,0.447018236686913,-1.02105453677692,0.0146167093000256,-0.158140014827285,0.291514421383972,-0.673621405027431,1.32314131138495,-0.81777557905588,0.00727473055113463,0.665980456334378,0.368252939163844,-0.0359823951830236,0.849375317131785,-0.200903421745711,1.56165188279693,1.5159580472877,1.18421909627012,0.991963541850698,1.25659601547905,-0.803139598474281,0.325829115931367,0.877541636568356,0.576508613371553
617,"06","f6","player",1,"e","modal","H",105,9.67,-1.835,-11.505,-7.892,-3.613,7.049,29.174,17.541,15.297,18.92,22.015,0,42.03,55.514,55.326,53.94,184.397,304.628,2214.661,201.487,153.798,-1.58502665202918,0.079,-19.376,-17.132,-20.755,0.388011468257571,-0.674631064286051,0.179859046118673,-0.305618210825755,0.582493673296456,-0.59320714386369,0.947972169420242,-0.717955219820389,-0.102180568015554,0.925783888926429,0.491451478470934,-0.34636601991357,0.745065295367156,-0.200903421745711,1.9703348591275,1.75765676995578,1.3545096018685,1.16045867617301,1.74265939457394,-0.803139598474281,0.325829115931367,0.890659273020719,0.517501844942211
617,"07","f6","player",1,"e","modal","H",105,5.369,-2.552,-7.921,-4.89,-3.031,8.697,30.143,17.461,12.334,14.983,22.375,0,42.619,54.93,54.428,53.168,182.631,248.839,2169.137,186.62,114.724,-1.58502665202918,0.079,-20.013,-14.886,-17.535,0.224027542041144,0.0139888610646211,0.614235136424785,-0.371682634771624,0.87425233391942,-0.178912870348095,0.165050054141143,-0.630064979162211,0.122454963787562,1.03151657526902,0.482984224910309,-0.714527220905006,0.279981993342985,-0.200903421745711,2.03619375736517,1.70862861641699,1.28354863944282,1.09883942288223,1.82408462327295,-0.803139598474281,0.325829115931367,0.890659273020719,0.353517918725784
617,"08","f6","player",1,"e","modal","H",105,-0.148,-3.87,-3.721,-0.43,-3.292,11.906,30.553,12.016,8.153,10.683,22.577,0,44.186,54.997,54.369,53.514,180.005,228.607,2147.377,175.359,64.47,-1.63827216398241,0.082,-15.886,-12.022,-14.553,-0.0774101354389825,0.82096533608494,1.25957736252913,0.0563360114208409,1.24629009172181,0.204759652516348,-0.839223675222908,-0.669479674715105,0.559867234149334,1.07625383161624,-0.0933182205597127,-1.23402839584432,-0.22798300505781,-0.341110219085168,2.21140749851702,1.71425342170312,1.27888639358189,1.12645634210323,1.86977322382072,-0.803139598474281,0.325829115931367,0.898141816891866,0.142449189885134
617,"09","f6","player",1,"e","modal","H",105,-1.262,-4.698,-3.436,2.58,-6.016,15.873,29.625,7.136,5.075,6.127,23.27,0,45.798,56.919,56.458,55.33,177.872,230.959,2136.944,359.001,58.146,-1.63827216398241,0.073,-11.834,-9.773,-10.825,-0.266780694584313,0.875724454032747,1.69511101736638,0.476576271748407,1.53843845670001,0.684414637505833,-1.04200796641587,-1.08084224439359,1.10060094450307,0.974994870908376,-0.609820687757822,-1.61647867483576,-0.7661896405727,-0.341110219085168,2.39165290422013,1.87560977632905,1.44396150550533,1.27140525917065,2.02651678906631,-0.803139598474281,0.325829115931367,0.874813369826168,-0.0469213692601958
617,"10","f6","player",1,"e","modal","H",105,-1.262,-4.698,-3.436,2.58,-6.016,15.873,29.625,7.136,5.075,6.127,23.27,0,45.798,56.919,56.458,55.33,173.25,230.959,2136.944,359.001,58.146,-1.63827216398241,0.039,-11.834,-9.773,-10.825,-0.266780694584313,0.875724454032747,1.69511101736638,0.476576271748407,1.53843845670001,0.684414637505833,-1.04200796641587,-1.08084224439359,1.10060094450307,0.974994870908376,-0.609820687757822,-1.61647867483576,-0.7661896405727,-0.341110219085168,2.39165290422013,1.87560977632905,1.44396150550533,1.27140525917065,2.02651678906631,-0.803139598474281,0.325829115931367,0.749775153547578,-0.0469213692601958
619,"01","f6","player",2,"e","modal","H",56,8.456,-1.553,-10.009,-15.633,5.624,14.647,10.274,20.509,25.626,20.774,17.713,0,39.716,46.748,48.79,48.428,173.429,503.798,2094.338,112.379,127.02,-1.50863830616573,0.025,-22.062,-27.179,-22.328,0.452507238401271,-0.387193729374052,-0.940229333314908,-0.584188136600643,-0.722626212402081,-0.795593756360594,0.726984620490033,0.676962568769975,0.933487375334007,-1.13649451342123,0.805586585570113,0.937041690191238,0.964080901654383,0.000243396731354353,1.71159548642464,1.02173075296781,0.838027585816983,0.720503593091731,0.769627911620831,-0.803139598474281,-1.0188583642224,0.662217310826888,0.452350359368783
619,"02","f6","player",2,"e","modal","H",56,8.456,-1.553,-10.009,-15.633,5.624,14.647,10.274,20.509,25.626,20.774,17.713,0,39.716,46.748,48.79,48.428,174.684,503.798,2094.338,112.379,127.02,-1.50863830616573,0.11,-22.062,-27.179,-22.328,0.452507238401271,-0.387193729374052,-0.940229333314908,-0.584188136600643,-0.722626212402081,-0.795593756360594,0.726984620490033,0.676962568769975,0.933487375334007,-1.13649451342123,0.805586585570113,0.937041690191238,0.964080901654383,0.000243396731354353,1.71159548642464,1.02173075296781,0.838027585816983,0.720503593091731,0.769627911620831,-0.803139598474281,-1.0188583642224,0.957225296665074,0.452350359368783
619,"03","f6","player",2,"e","modal","H",56,8.456,-1.553,-10.009,-15.633,5.624,14.647,10.274,20.509,25.626,20.774,17.713,0,39.716,46.748,48.79,48.428,175.237,505.411,2160.898,132.043,177.595,-1.431798275933,0.114,-22.062,-27.179,-22.328,0.452507238401271,-0.387193729374052,-0.940229333314908,-0.584188136600643,-0.722626212402081,-0.795593756360594,0.726984620490033,0.676962568769975,0.933487375334007,-1.13649451342123,0.805586585570113,0.937041690191238,0.964080901654383,0.202579596557198,1.71159548642464,1.02173075296781,0.838027585816983,0.720503593091731,0.769627911620831,-0.803139598474281,-1.0188583642224,0.964420838189447,0.321936499292523
619,"04","f6","player",2,"e","modal","H",56,8.456,-1.553,-10.009,-15.633,5.624,14.647,10.274,20.509,25.626,20.774,17.713,0,39.716,46.748,48.79,48.428,174.264,508.191,2139.222,109.071,141.636,-1.44369749923271,0.096,-22.062,-27.179,-22.328,0.452507238401271,-0.387193729374052,-0.940229333314908,-0.584188136600643,-0.722626212402081,-0.795593756360594,0.726984620490033,0.676962568769975,0.933487375334007,-1.13649451342123,0.805586585570113,0.937041690191238,0.964080901654383,0.171246401918283,1.71159548642464,1.02173075296781,0.838027585816983,0.720503593091731,0.769627911620831,-0.803139598474281,-1.0188583642224,0.92982290937101,0.342132009858101
619,"05","f6","player",2,"e","modal","H",56,8.456,-1.553,-10.009,-15.633,5.624,14.647,10.274,20.509,25.626,20.774,17.713,0,39.716,46.748,48.79,48.428,173.077,506.203,2108.682,97.259,128.395,-1.49485002168009,0.08,-22.062,-27.179,-22.328,0.452507238401271,-0.387193729374052,-0.940229333314908,-0.584188136600643,-0.722626212402081,-0.795593756360594,0.726984620490033,0.676962568769975,0.933487375334007,-1.13649451342123,0.805586585570113,0.937041690191238,0.964080901654383,0.0365508926614201,1.71159548642464,1.02173075296781,0.838027585816983,0.720503593091731,0.769627911620831,-0.803139598474281,-1.0188583642224,0.893184185248192,0.428948710538675
619,"06","f6","player",2,"e","modal","H",56,9.182,-0.649,-9.831,-15.15,5.319,14.289,10.93,21.12,27.174,21.16,18.229,0,40.039,47.429,49.531,48.886,171.1,503.688,2072.456,93.018,130.48,-1.56863623584101,0.062,-21.769,-27.823,-21.809,0.659259636308733,-0.352993297813667,-0.870341374748002,-0.553800575821773,-0.806282747326921,-0.728817753890224,0.859140271662465,0.630903250211995,0.884689122672893,-1.06491490326567,0.870255234639384,1.12938510535652,1.00967962011548,-0.157743957661249,1.74771165642595,1.07890228132382,0.896582232985614,0.757060093101025,0.886337406089405,-0.803139598474281,-1.0188583642224,0.84210381886677,0.760931993702103
619,"07","f6","player",2,"e","modal","H",56,8.261,-1.519,-9.78,-15.452,5.672,14.879,10.236,20.38,25.837,20.75,17.782,0,39.714,46.769,48.846,48.457,168.856,502.956,2044.308,102.865,105.499,-1.60205999132796,0.054,-21.899,-27.356,-22.269,0.460283324163277,-0.343194297759848,-0.914039435798117,-0.56728311132093,-0.745618769361238,-0.788002650106737,0.691488267902397,0.684211248411886,0.965110823985902,-1.1406408932778,0.791933139203605,0.963259041999943,0.961245748174936,-0.245755839601628,1.71137185688903,1.02349375163958,0.842452768329052,0.722818305974416,0.78523441378814,-0.803139598474281,-1.0188583642224,0.814501772597414,0.61868289728127
619,"08","f6","player",2,"e","modal","H",56,8.25,-2.11,-10.36,-16.095,5.735,14.59,9.884,20.304,24.47,20.572,17.292,0,39.685,46.552,48.41,48.247,167.607,495.477,2034.139,143.157,71.294,-1.61978875828839,0.068,-22.414,-26.579,-22.681,0.325116656947226,-0.454633906215035,-1.0070786849876,-0.620694694259898,-0.644685341354095,-0.841011731065876,0.6894859095513,0.693725140441895,0.92571782113936,-1.17904946458078,0.783889248321011,0.793405393078143,0.940218359869043,-0.292439466918111,1.70812922862266,1.00527609869795,0.807999561627941,0.706056591996355,0.674405630281161,-0.803139598474281,-1.0188583642224,0.86059408937334,0.513605715021171
619,"09","f6","player",2,"e","modal","H",56,8.25,-2.11,-10.36,-16.095,5.735,14.59,9.884,20.304,24.47,20.572,17.292,0,39.685,46.552,48.41,48.247,167.467,495.477,2034.139,143.157,71.294,-1.61978875828839,0.088,-22.414,-26.579,-22.681,0.325116656947226,-0.454633906215035,-1.0070786849876,-0.620694694259898,-0.644685341354095,-0.841011731065876,0.6894859095513,0.693725140441895,0.92571782113936,-1.17904946458078,0.783889248321011,0.793405393078143,0.940218359869043,-0.292439466918111,1.70812922862266,1.00527609869795,0.807999561627941,0.706056591996355,0.674405630281161,-0.803139598474281,-1.0188583642224,0.912328002364485,0.513605715021171
619,"10","f6","player",2,"e","modal","H",56,8.25,-2.11,-10.36,-16.095,5.735,14.59,9.884,20.304,24.47,20.572,17.292,0,39.685,46.552,48.41,48.247,165.266,495.477,2034.139,143.157,71.294,-1.61978875828839,0.008,-22.414,-26.579,-22.681,0.325116656947226,-0.454633906215035,-1.0070786849876,-0.620694694259898,-0.644685341354095,-0.841011731065876,0.6894859095513,0.693725140441895,0.92571782113936,-1.17904946458078,0.783889248321011,0.793405393078143,0.940218359869043,-0.292439466918111,1.70812922862266,1.00527609869795,0.807999561627941,0.706056591996355,0.674405630281161,-0.803139598474281,-1.0188583642224,0.446592092624096,0.513605715021171
621,"01","f6","player",3,"e","modal","H",76,8.05,3.665,-4.386,-12.099,7.714,17.447,8.893,24.395,32.308,22.348,20.779,0,43.03,53.818,53.922,52.412,176.074,526.428,2130.94,242.595,201.782,-1.15490195998574,0.054,-20.731,-28.643,-18.683,1.64590769446447,0.69319406087339,-0.428875201688726,-0.446147715451583,-0.912801937759169,-0.326617785253655,0.653079394076801,0.992582161511542,1.31514968664998,-1.2871826866298,1.21688342727746,1.76729924841762,1.15001971734807,0.931706695347515,2.0821496269334,1.61527363913082,1.24356395460162,1.03849725256122,1.46309944270736,-0.803139598474281,-0.470006331506576,0.814501772597414,1.04538506577148
621,"02","f6","player",3,"e","modal","H",76,8.05,3.665,-4.386,-12.099,7.714,17.447,8.893,24.395,32.308,22.348,20.779,0,43.03,53.818,53.922,52.412,176.28,459.913,2235.162,235.468,224.235,-1.22184874961636,0.085,-20.731,-28.643,-18.683,1.64590769446447,0.69319406087339,-0.428875201688726,-0.446147715451583,-0.912801937759169,-0.326617785253655,0.653079394076801,0.992582161511542,1.31514968664998,-1.2871826866298,1.21688342727746,1.76729924841762,1.15001971734807,0.755421509574253,2.0821496269334,1.61527363913082,1.24356395460162,1.03849725256122,1.46309944270736,-0.803139598474281,-0.470006331506576,0.905358651467487,1.15900799419823
621,"03","f6","player",3,"e","modal","H",76,8.05,3.665,-4.386,-12.099,7.714,17.447,8.893,24.395,32.308,22.348,20.779,0,43.03,53.818,53.922,52.412,176.524,504.844,2178.446,237.79,269.228,-1.19382002601611,0.081,-20.731,-28.643,-18.683,1.64590769446447,0.69319406087339,-0.428875201688726,-0.446147715451583,-0.912801937759169,-0.326617785253655,0.653079394076801,0.992582161511542,1.31514968664998,-1.2871826866298,1.21688342727746,1.76729924841762,1.15001971734807,0.829227121077346,2.0821496269334,1.61527363913082,1.24356395460162,1.03849725256122,1.46309944270736,-0.803139598474281,-0.470006331506576,0.895678116175322,1.11143729404822
621,"04","f6","player",3,"e","modal","H",76,8.05,3.665,-4.386,-12.099,7.714,17.447,8.893,24.395,32.308,22.348,20.779,0,43.03,53.818,53.922,52.412,177.177,529.869,2101.898,220.413,239.563,-1.16749108729376,0.081,-20.731,-28.643,-18.683,1.64590769446447,0.69319406087339,-0.428875201688726,-0.446147715451583,-0.912801937759169,-0.326617785253655,0.653079394076801,0.992582161511542,1.31514968664998,-1.2871826866298,1.21688342727746,1.76729924841762,1.15001971734807,0.898556836206206,2.0821496269334,1.61527363913082,1.24356395460162,1.03849725256122,1.46309944270736,-0.803139598474281,-0.470006331506576,0.895678116175322,1.06675149004615
621,"05","f6","player",3,"e","modal","H",76,7.483,3.229,-4.254,-13.165,8.911,16.505,8.141,24.365,33.508,20.905,20.835,0,44.474,55.041,55.332,53.289,177.679,514.733,2122.789,248.088,171.619,-1.13667713987954,0.082,-21.136,-30.279,-17.676,1.54619082998698,0.718556178659743,-0.583120675461649,-0.488150999122033,-1.12532071281668,-0.197054327666635,0.549866922706596,1.17334611008171,1.18674758048582,-1.36923736168617,1.21370820719223,1.91640267102637,0.979556114396361,0.979696536471075,2.24361015164512,1.71794732368207,1.35498372856622,1.10849736284102,1.47576558939387,-0.803139598474281,-0.470006331506576,0.898141816891866,0.914736808736669
621,"06","f6","player",3,"e","modal","H",76,7.629,3.547,-4.081,-12.406,8.325,17.208,8.42,24.063,32.793,21.583,20.913,0,44.868,55.913,55.963,53.815,177.605,506.74,2153.784,284.036,140.058,-1.1249387366083,0.093,-20.516,-29.246,-18.036,1.61892010270222,0.751795923940341,-0.473296740570797,-0.423849675972207,-0.991132513162396,-0.24337294209695,0.57644367900298,1.08485181278671,1.2825720822198,-1.33879420431819,1.18174432500087,1.82756188172199,1.05964920019072,1.01060625765069,2.28766517016065,1.79115374471943,1.40484605294329,1.15048146547178,1.49340772227865,-0.803139598474281,-0.470006331506576,0.923437478877072,0.96754351664944
621,"07","f6","player",3,"e","modal","H",76,8.192,3.825,-4.367,-11.205,6.838,16.979,10.275,24.356,31.375,22.616,20.909,0,42.841,54.337,54.34,52.836,176.726,542.759,2127.013,282.746,155.705,-1.13667713987954,0.086,-20.531,-27.55,-18.791,1.68250103922686,0.696844668736577,-0.299517365335074,-0.425405353145187,-0.770819651000087,-0.340513369582749,0.678928020063695,0.860293758046656,1.25135755747288,-1.13638539816184,1.21275564116666,1.65137133733932,1.18167893120189,0.979696536471075,2.06101663581808,1.65884489201888,1.27659478120957,1.07233995125978,1.49250299751533,-0.803139598474281,-0.470006331506576,0.90770842122785,1.05104701797654
621,"08","f6","player",3,"e","modal","H",76,8.563,3.957,-4.606,-11.559,6.952,18.232,9.384,24.705,31.635,23.643,20.533,0,40.866,51.072,51.203,50.529,175.832,570.805,2084.22,214.56,199.182,-1.14874165128092,0.078,-20.748,-27.678,-19.686,1.71269054865582,0.650923864562801,-0.350739595837527,-0.447910816247626,-0.787447036823657,-0.455666591569227,0.74646210626889,0.877509372196196,1.42215144178678,-1.23360709427252,1.24969403482488,1.68367707890455,1.30299987384319,0.947928102982466,1.84018246940143,1.38474057471729,1.0287055394174,0.888200550557944,1.40745886976304,-0.803139598474281,-0.470006331506576,0.88810260005867,1.10171256700392
621,"09","f6","player",3,"e","modal","H",76,8.74,3.904,-4.836,-12.3,7.464,19.492,7.076,24.554,32.255,23.852,20.411,0,40.445,49.764,49.746,49.245,175.293,575.023,2049.473,177.426,245.677,-1.16115090926274,0.077,-20.65,-28.351,-19.948,1.70056900320328,0.606732295692641,-0.457959010533339,-0.437747058717492,-0.874870713849149,-0.489376249849067,0.778681872463822,0.95482862170992,1.59389948187897,-1.48544511292957,1.2337120937292,1.7607138472524,1.32768933539337,0.915251878167153,1.79310845215515,1.27493094316125,0.913571772987309,0.785714642234947,1.37986476448171,-0.803139598474281,-0.470006331506576,0.885513357138936,1.11065216935663
621,"10","f6","player",3,"e","modal","H",76,8.74,3.904,-4.836,-12.3,7.464,19.492,7.076,24.554,32.255,23.852,20.411,0,40.445,49.764,49.746,49.245,173.996,575.023,2049.473,177.426,245.677,-1.16115090926274,0.041,-20.65,-28.351,-19.948,1.70056900320328,0.606732295692641,-0.457959010533339,-0.437747058717492,-0.874870713849149,-0.489376249849067,0.778681872463822,0.95482862170992,1.59389948187897,-1.48544511292957,1.2337120937292,1.7607138472524,1.32768933539337,0.915251878167153,1.79310845215515,1.27493094316125,0.913571772987309,0.785714642234947,1.37986476448171,-0.803139598474281,-0.470006331506576,0.759691892027864,1.11065216935663
622,"01","f6","pyine",1,"e","modal","M",85,-1.454,0.643,2.097,3.163,-1.066,20.891,19.866,5.387,18.059,8.911,16.699,0,29.629,44.281,47.404,47.443,175.438,221.087,2197.133,98.184,465.109,-1.16115090926274,0.077,-4.744,-17.416,-8.268,0.954750895264972,1.93881989124404,1.77946853257239,1.21189301551012,0.545601661000409,1.01340546277893,-1.07695822127139,-0.333322156321455,1.78459432956863,-0.0898609454149447,-0.794936018726981,-0.00317964220909886,-0.437311836956929,0.915251878167153,0.583719923566525,0.814620385193536,0.728504318643268,0.641883172766067,0.540280184118633,-0.803139598474281,-0.223022916784456,0.885513357138936,0.364834061418318
622,"02","f6","pyine",1,"e","modal","M",85,-1.454,0.643,2.097,3.163,-1.066,20.891,19.866,5.387,18.059,8.911,16.699,0,29.629,44.281,47.404,47.443,174.765,237.173,2015.058,115.192,480.936,-1.1249387366083,0.098,-4.744,-17.416,-8.268,0.954750895264972,1.93881989124404,1.77946853257239,1.21189301551012,0.545601661000409,1.01340546277893,-1.07695822127139,-0.333322156321455,1.78459432956863,-0.0898609454149447,-0.794936018726981,-0.00317964220909886,-0.437311836956929,1.01060625765069,0.583719923566525,0.814620385193536,0.728504318643268,0.641883172766067,0.540280184118633,-0.803139598474281,-0.223022916784456,0.933971070093355,0.303374309212195
622,"03","f6","pyine",1,"e","modal","M",85,-1.454,0.643,2.097,3.163,-1.066,20.891,19.866,5.387,18.059,8.911,16.699,0,29.629,44.281,47.404,47.443,173.981,237.683,2000.843,122.215,431.811,-1.11918640771921,0.095,-4.744,-17.416,-8.268,0.954750895264972,1.93881989124404,1.77946853257239,1.21189301551012,0.545601661000409,1.01340546277893,-1.07695822127139,-0.333322156321455,1.78459432956863,-0.0898609454149447,-0.794936018726981,-0.00317964220909886,-0.437311836956929,1.02575336735435,0.583719923566525,0.814620385193536,0.728504318643268,0.641883172766067,0.540280184118633,-0.803139598474281,-0.223022916784456,0.927716643677754,0.293611384697687
622,"04","f6","pyine",1,"e","modal","M",85,0.618,1.579,0.961,2.194,-1.234,29.652,8.168,12.174,21.26,9.994,18.062,0,33.625,46.557,48.874,48.904,173.496,231.4,2021.302,126.543,507.891,-1.13667713987954,0.095,-10.595,-19.681,-8.416,1.16882196212491,1.72055196847664,1.63925852873941,0.605075206236525,0.251374872794259,0.994363365735357,-0.699786720955577,-0.358692535068145,2.97878844008265,-1.36629124968282,-0.0765953947774789,0.394553737599739,-0.309375536196915,0.979696536471075,1.0305317357189,1.00569586028646,0.844665359585087,0.758496811442002,0.8485651472207,-0.803139598474281,-0.223022916784456,0.927716643677754,0.537367940874598
622,"05","f6","pyine",1,"e","modal","M",85,0.048,1.276,1.227,2.973,-1.746,28.582,10.864,9.917,20.623,9.272,17.888,0,33.363,46.656,48.97,48.999,173.739,213.307,2086.877,106.017,504.257,-1.14266750356873,0.094,-8.641,-19.347,-7.997,1.09952331548115,1.77166047856126,1.75197637495808,0.807728085970006,0.294761957677638,1.04827308641953,-0.803545290057899,-0.436011784581869,2.83293891397261,-1.07211651038498,-0.315477785856605,0.315404670764928,-0.394666403370258,0.963922630334209,1.00123626655376,1.0140071397391,0.852251386748634,0.766079491574933,0.809209620016181,-0.803139598474281,-0.223022916784456,0.925588322445384,0.478236214384323
622,"06","f6","pyine",1,"e","modal","M",85,-1.169,0.767,1.936,4.131,-2.195,25.091,16.659,5.61,18.918,7.263,17.462,0,31.941,46.056,48.553,48.55,175.591,204.931,2153.254,81.825,402.895,-1.13667713987954,0.093,-4.843,-18.151,-6.496,0.983110737455819,1.90788579303493,1.91953384083899,1.20162554616845,0.450124093966625,1.24139597603037,-1.02507893672022,-0.503817142065584,2.35708779654259,-0.439793582257745,-0.77133354942674,0.10355355780833,-0.631992375878909,0.979696536471075,0.842235666733767,0.963635749117063,0.819299581256975,0.730241350736128,0.712856432722358,-0.803139598474281,-0.223022916784456,0.923437478877072,0.351656716205507
622,"07","f6","pyine",1,"e","modal","M",85,-2.322,0.416,2.738,4.266,-1.528,19.491,22.825,2.386,17.164,7.523,16.256,0,28.748,43.809,47.087,47.114,177.924,211.791,2308.364,72.686,435.421,-1.16749108729376,0.09,-1.97,-16.748,-7.107,0.902834087383342,2.06197987231262,1.93906774230179,1.49958958069982,0.632375830767168,1.1627829943167,-1.23496249843071,-0.403090697874854,1.59376317391064,0.233011107100754,-1.11256386791992,-0.114385944904791,-0.601278213184907,0.898556836206206,0.485211113129526,0.774994891237533,0.703454624780304,0.61562315420044,0.44008191658069,-0.803139598474281,-0.223022916784456,0.916844917596421,0.323677882965017
