"idnum","measurement.no","Speaker","Word","Iter","Vowel","Phonation","Tone","Duration","h1h2c","h1c","h2c","h4c","h2h4c","h42Kc","h2Kh5Kc","h1a1c","h1a2c","h1a3c","cpp","shr","hnr05","hnr15","hnr25","hnr35","f0","f1","f2","sB1","sB2","energy","soe","a1c","a2c","a3c","h1cz","h2cz","h4cz","a1cz","a2cz","a3cz","h1h2cz","h2h4cz","h42Kcz","h2Kh5Kcz","h1a1cz","h1a2cz","h1a3cz","energyz","hnr05z","hnr15z","hnr25z","hnr35z","cppz","shrz","durationz","norm.soe","H1c_resid"
1117,"04","f8","yell",2,"e","modal","F",103,11.334,4.651,-6.683,-5.139,-1.544,4.095,16.259,11.399,17.742,18.421,24.597,0.726,37.47,56.985,61.028,57.538,180.684,366.406,2676.257,61.816,259.962,-0.66354026615147,0.057,-6.748,-13.091,-13.77,0.661089760352673,-0.438325644082176,0.125618057896964,0.805352256031519,0.724188437057018,-0.0604428843835572,1.16291913911702,-0.457990051164186,-0.438606766328664,-0.186571385153313,-0.435233894679642,-0.332335183502117,0.421082103107226,0.791249898388762,0.932392112994104,1.5229208250354,1.56995374476148,1.36562840927417,1.61319740998632,1.2766954272066,-0.290225479046526,0.849620859640687,0.151097215159842
1117,"05","f8","yell",2,"e","modal","F",103,12.733,5.379,-7.353,-4.703,-2.65,5.152,14.493,12.888,19.528,17.252,25.808,0,40.825,60.164,63.611,59.856,179.305,365.28,2675.646,74.079,193.931,-0.694648630553376,0.063,-7.509,-14.149,-11.873,0.825975421486773,-0.56715676159153,0.195398372544722,0.705131792972621,0.584009811802867,0.195332541630091,1.47588624003093,-0.623285096672063,-0.289894292832561,-0.378629775811409,-0.232487173947065,-0.0992958648675061,0.274890845191503,0.713475730999915,1.31258333921951,1.82692292658424,1.81513115430883,1.60958493840659,1.91678666459402,-0.951197251942252,-0.290225479046526,0.870218794168878,0.366111471138201
1117,"06","f8","yell",2,"e","modal","F",103,13.917,5.903,-8.015,-4.935,-3.08,5.135,14.572,14.097,19.552,16.157,25.602,0,40.87,60.25,63.725,59.393,178.342,358.344,2694.323,88.904,210.06,-0.732828271596986,0.067,-8.194,-13.649,-10.255,0.944656858896483,-0.694449597100773,0.15826756291564,0.614920206644967,0.650256799163052,0.413489968772992,1.74075618104742,-0.687549897366807,-0.292286073390209,-0.370038262299523,-0.0678660957968391,-0.09616431747264,0.137953781532207,0.618022631794549,1.31768277444459,1.83514695323829,1.82595199236086,1.56085677922268,1.86514390121732,-0.951197251942252,-0.290225479046526,0.882904095543454,0.546316289605422
1117,"07","f8","yell",2,"e","modal","F",103,14.367,6.088,-8.279,-5.596,-2.683,4.586,15.109,14.868,19.798,16.432,23.355,0,41.905,59.725,62.856,57.454,176.428,333.093,2743.687,110.41,506.128,-0.787812395596042,0.073,-8.78,-13.71,-10.344,0.986557748058308,-0.745212903104459,0.052476764791401,0.537746499217222,0.642174666705109,0.401489961964761,1.84142465525132,-0.628217046492822,-0.369526516104836,-0.311637721085822,0.0371155843138509,-0.0640659566752637,0.172344368295957,0.480556566128632,1.43496978462143,1.78494213936186,1.74346683212213,1.35678787931424,1.3018366715695,-0.951197251942252,-0.290225479046526,0.900597170047585,0.676819615051113
1117,"08","f8","yell",2,"e","modal","F",103,12.39,6.08,-6.31,-5.429,-0.881,3.892,16.646,15.709,21.253,17.549,21.012,0,39.549,56.45,59.391,54.706,173.496,297.45,2739.377,82.404,717.465,-0.826813731587726,0.081,-9.629,-15.173,-11.469,0.984745817716175,-0.366603245826968,0.0792045458606111,0.425936810469517,0.448335981689209,0.249804482647231,1.39915449191551,-0.358902695674382,-0.467167440046458,-0.144483844278634,0.151628675070129,0.125784104138488,0.312032678896353,0.383049143539097,1.1679860203928,1.4717597289899,1.41457030711959,1.06757625633931,0.714462911416033,-0.951197251942252,-0.290225479046526,0.922076873220781,0.737855160232063
1117,"09","f8","yell",2,"e","modal","F",103,9.431,6.04,-3.391,-4.958,1.567,3.712,18.153,16.41,22.347,17.467,19.845,0,32.084,49.795,53.928,51.281,171.519,292.339,2627.942,75.263,607.443,-0.869666231504994,0.087,-10.371,-16.307,-11.427,0.97568616600551,0.194677398963788,0.154586491271377,0.32821856659343,0.29808781435631,0.255467407208419,0.73720334709474,0.00695830921104646,-0.492492175362729,0.0194074324607486,0.247078944535231,0.268530472887796,0.301778031206799,0.275913408000653,0.322046376943421,0.835353945470684,0.896024357310406,0.707114171663491,0.42190414995675,-0.951197251942252,-0.290225479046526,0.936853132364479,0.797848820957354
1117,"10","f8","yell",2,"e","modal","F",103,9.431,6.04,-3.391,-4.958,1.567,3.712,18.153,16.41,22.347,17.467,19.845,0,32.084,49.795,53.928,51.281,168.039,292.339,2627.942,75.263,607.443,-0.869666231504994,0.039,-10.371,-16.307,-11.427,0.97568616600551,0.194677398963788,0.154586491271377,0.32821856659343,0.29808781435631,0.255467407208419,0.73720334709474,0.00695830921104646,-0.492492175362729,0.0194074324607486,0.247078944535231,0.268530472887796,0.301778031206799,0.275913408000653,0.322046376943421,0.835353945470684,0.896024357310406,0.707114171663491,0.42190414995675,-0.951197251942252,-0.290225479046526,0.771873641564393,0.797848820957354
1118,"01","f8","yell",3,"e","modal","F",103,7.513,0.92,-6.592,-10.333,3.741,5.743,13.116,16.496,20.453,19.603,21.261,0.32,33.651,51.607,55.679,52.604,169.598,368.434,2724.488,84.006,459.367,-1.13667713987954,0.045,-15.576,-19.533,-18.683,-0.183949252959592,-0.420827686330905,-0.705663947333439,-0.357257793750277,-0.129337748091602,-0.722870226505357,0.308131939265664,0.331869185281684,-0.206744745210805,-0.528383118923639,0.258788963328381,0.0213991909762876,0.568899097851782,-0.391641813298542,0.499620043558984,1.00863227450702,1.06222863300433,0.846352518532426,0.776885474915056,0.0307940115944319,-0.290225479046526,0.801117904152837,0.0684797275366858
1118,"02","f8","yell",3,"e","modal","F",103,7.513,0.92,-6.592,-10.333,3.741,5.743,13.116,16.496,20.453,19.603,21.261,0.903,33.651,51.607,55.679,52.604,169.638,357.721,2812.869,54.446,216.762,-0.954677021213343,0.076,-15.576,-19.533,-18.683,-0.183949252959592,-0.420827686330905,-0.705663947333439,-0.357257793750277,-0.129337748091602,-0.722870226505357,0.308131939265664,0.331869185281684,-0.206744745210805,-0.528383118923639,0.258788963328381,0.0213991909762876,0.568899097851782,0.0633775349082676,0.499620043558984,1.00863227450702,1.06222863300433,0.846352518532426,0.776885474915056,1.81985934485033,-0.290225479046526,0.908912571126212,-0.224798636197092
1118,"03","f8","yell",3,"e","modal","F",103,8.839,1.856,-6.982,-6.518,-0.464,6.217,11.601,11.896,16.014,15.973,21.261,0.93,33.651,51.607,55.679,52.604,166.099,362.848,2759.886,72.429,267.276,-0.991399828238082,0.076,-10.04,-14.157,-14.117,0.0280465970699656,-0.49581893383635,-0.0950861941655554,0.371809858672925,0.582949860005104,-0.107229427781942,0.604768376586495,-0.296580784302967,-0.140056275544625,-0.693144422347769,-0.367560879095968,-0.557806595932469,0.11494335257028,-0.0284333267503885,0.499620043558984,1.00863227450702,1.06222863300433,0.846352518532426,0.776885474915056,1.90271485771124,-0.290225479046526,0.908912571126212,0.0463730255564125
1118,"04","f8","yell",3,"e","modal","F",103,8.072,1.719,-6.353,-6.601,0.249,6.578,12.45,12.387,16.991,15.928,26.221,0.356,37.753,55.386,60.215,57.234,165.122,377.171,2664.152,93.672,403.053,-1.03621217265444,0.065,-10.668,-15.272,-14.209,-0.0029827100390616,-0.374871511577568,-0.108370061403546,0.289104929893703,0.435219078191892,-0.119633929201687,0.433184554998955,-0.190020777569589,-0.0892661119381033,-0.6008128404289,-0.30070484156763,-0.430326520733132,0.109315802008939,-0.140468878690602,0.964461894520719,1.37001130620035,1.49278408391673,1.33363411037156,2.02032288437353,0.141268028742309,-0.290225479046526,0.876657560338262,0.0875551606256689
1118,"05","f8","yell",3,"e","modal","F",103,6.809,1.525,-5.284,-7.881,2.597,6.159,15.203,14.76,20.053,16.12,25.393,0,36.837,54.483,58.968,56.093,163.811,390.459,2669.287,121.981,538.471,-1.09151498112135,0.068,-13.235,-18.529,-14.595,-0.0469220208357862,-0.169318579312642,-0.313229700736414,-0.0489580512786882,0.00368620252764914,-0.171678902549746,0.15064170406667,0.16089492482869,-0.148216468035423,-0.301414907540034,0.0224099793178009,-0.0307932656048122,0.133326684403994,-0.278731688885629,0.860660057494646,1.2836590263329,1.37441930276864,1.21355024508248,1.81274905876232,-0.951197251942252,-0.290225479046526,0.885958797821433,0.132731820169619
1118,"06","f8","yell",3,"e","modal","F",103,6.261,1.411,-4.85,-9.211,4.361,6.258,15.863,17.139,22.131,18.611,21.326,0,35.49,52.923,56.55,53,162.507,384.54,2675.109,101.136,788.74,-1.16115090926274,0.06,-15.728,-20.719,-17.2,-0.0727420282111811,-0.0858667808065828,-0.526091669730722,-0.377275547212763,-0.28647560210996,-0.52291505688056,0.0280498732583631,0.424530060702013,-0.134287863611474,-0.229637706048333,0.346341778258568,0.240346546334002,0.444842872143999,-0.452828798639644,0.708016963090586,1.13447900795725,1.14490363250713,0.888029302629251,0.793180521611589,-0.951197251942252,-0.290225479046526,0.860173182404386,0.219124437775241
1118,"07","f8","yell",3,"e","modal","F",103,6.779,1.288,-5.491,-10.571,5.08,7.006,12.608,18.038,22.684,22.645,18.527,0,33.497,51.28,54.634,50.991,159.577,380.17,2686.441,79.83,789.207,-1.26760624017703,0.059,-16.749,-21.396,-21.357,-0.100600457221476,-0.209121626065533,-0.743755036521894,-0.51173690435223,-0.37617402299565,-1.08340975690098,0.143930472453077,0.531986785584621,-0.0290495190749701,-0.583629813405129,0.468752323549761,0.312502617557373,0.949321515798429,-0.718978269534217,0.482168643010932,0.977361847578277,0.963037617527372,0.676593294420867,0.0914907415562934,-0.951197251942252,-0.290225479046526,0.856714535232989,0.36281010164843
1118,"08","f8","yell",3,"e","modal","F",103,8.126,0.616,-7.51,-13.054,5.544,5.075,10.46,19.353,21.687,23.144,17.826,0,28.693,47.489,51.417,48.715,155.311,359.417,2750.279,76.436,336.089,-1.44369749923271,0.057,-18.737,-21.071,-22.528,-0.252802605960645,-0.597345545843722,-1.14115072750901,-0.773548048322122,-0.33311348121153,-1.24129748692838,0.445264771903424,0.601332989124996,-0.300727651828966,-0.817231978259936,0.647806680677592,0.182412919528981,1.01172479868974,-1.1592248501828,-0.0622243974620503,0.614835277282057,0.657681161269609,0.437057030268413,-0.0842450697401563,-0.951197251942252,-0.290225479046526,0.849620859640687,0.49436467077376
1118,"09","f8","yell",3,"e","modal","F",103,9.148,-1.359,-10.507,-15.336,4.829,3.015,12.252,17.427,19.091,21.272,17.06,0.473,27.274,46.009,50.666,48.426,152.185,328.917,2783.201,67.714,295.687,-1.61978875828839,0.022,-18.786,-20.45,-22.632,-0.700122909174723,-1.17362444013557,-1.50637705325714,-0.780001139898845,-0.25083472291018,-1.25531996679418,0.673894062206508,0.494474076341875,-0.59055517822629,-0.62234600087641,0.385556724914701,-0.156316123682358,0.77761869533796,-1.59947143083139,-0.223026588226239,0.473305516259001,0.586396517611051,0.406641397430074,-0.276275927733139,0.500308584472909,-0.290225479046526,0.656081438458024,0.330801085424183
1118,"10","f8","yell",3,"e","modal","F",103,9.148,-1.359,-10.507,-15.336,4.829,3.015,12.252,17.427,19.091,21.272,17.06,0.627,27.274,46.009,50.666,48.426,157.929,328.917,2783.201,67.714,295.687,-1.61978875828839,0.015,-18.786,-20.45,-22.632,-0.700122909174723,-1.17362444013557,-1.50637705325714,-0.780001139898845,-0.25083472291018,-1.25531996679418,0.673894062206508,0.494474076341875,-0.59055517822629,-0.62234600087641,0.385556724914701,-0.156316123682358,0.77761869533796,-1.59947143083139,-0.223026588226239,0.473305516259001,0.586396517611051,0.406641397430074,-0.276275927733139,0.972891880049938,-0.290225479046526,0.580145862779252,0.330801085424183
1119,"01","f8","yet",1,"e","modal","L",72,2.492,5.35,2.857,-4.602,7.459,7.165,11.865,16.729,21.522,19.725,16.563,0.243,25.403,39.629,43.978,42.059,168.704,401.089,2580.854,61.373,334.36,-0.531652669587843,0.042,-11.379,-16.172,-14.375,0.819407173996542,1.39607564105102,0.211563078460831,0.195469254157992,0.31597450094356,-0.142015964372096,-0.81510452512943,0.887535531753916,-0.00667933621226408,-0.664433541751089,0.290514944477267,0.160883531189277,0.584156012706973,1.12098269562396,-0.435049772806787,-0.136802507610659,-0.0484259814414567,-0.263449724651946,-0.400870361705087,-0.205497636194083,-1.16882881207545,0.787006261946324,0.0968885117856105
1119,"02","f8","yet",1,"e","modal","L",72,2.492,5.35,2.857,-4.602,7.459,7.165,11.865,16.729,21.522,19.725,16.563,0.723,25.403,39.629,43.978,42.059,172.012,362.081,2711.868,39.53,288.942,-0.543633966870957,0.069,-11.379,-16.172,-14.375,0.819407173996542,1.39607564105102,0.211563078460831,0.195469254157992,0.31597450094356,-0.142015964372096,-0.81510452512943,0.887535531753916,-0.00667933621226408,-0.664433541751089,0.290514944477267,0.160883531189277,0.584156012706973,1.09102819822919,-0.435049772806787,-0.136802507610659,-0.0484259814414567,-0.263449724651946,-0.400870361705087,1.26748925911094,-1.16882881207545,0.888969546020939,0.116195396244539
1119,"03","f8","yet",1,"e","modal","L",72,2.492,5.35,2.857,-4.602,7.459,7.165,11.865,16.729,21.522,19.725,16.563,0.804,25.403,39.629,43.978,42.059,169.597,370.203,2667.536,51.842,325.538,-0.51427857351842,0.062,-11.379,-16.172,-14.375,0.819407173996542,1.39607564105102,0.211563078460831,0.195469254157992,0.31597450094356,-0.142015964372096,-0.81510452512943,0.887535531753916,-0.00667933621226408,-0.664433541751089,0.290514944477267,0.160883531189277,0.584156012706973,1.16441975449583,-0.435049772806787,-0.136802507610659,-0.0484259814414567,-0.263449724651946,-0.400870361705087,1.51605579769367,-1.16882881207545,0.86692355457299,0.0688915714322964
1119,"04","f8","yet",1,"e","modal","L",72,2.492,5.35,2.857,-4.602,7.459,7.165,11.865,16.729,21.522,19.725,16.563,0.71,25.403,39.629,43.978,42.059,164.72,386.25,2590.194,67.642,383.476,-0.503070351926785,0.059,-11.379,-16.172,-14.375,0.819407173996542,1.39607564105102,0.211563078460831,0.195469254157992,0.31597450094356,-0.142015964372096,-0.81510452512943,0.887535531753916,-0.00667933621226408,-0.664433541751089,0.290514944477267,0.160883531189277,0.584156012706973,1.19244148173732,-0.435049772806787,-0.136802507610659,-0.0484259814414567,-0.263449724651946,-0.400870361705087,1.22759586402977,-1.16882881207545,0.856714535232989,0.0508304354679343
1119,"05","f8","yet",1,"e","modal","L",72,4.946,5.778,0.832,-1.975,2.808,7.763,10.637,15.779,20.589,18.352,17.318,0,26.106,40.78,44.419,41.827,160.714,407.519,2551.523,68.553,398.806,-0.508638306165727,0.061,-10.001,-14.811,-12.574,0.916345447300655,1.00669800977275,0.632005478872897,0.37694599278501,0.496298800537983,0.100815634073123,-0.266125779137484,0.192429513076576,0.0774550622273473,-0.797982637859889,0.161160085715717,0.0391446262138615,0.412453192246504,1.17852101329359,-0.355385262512759,-0.0267344299501609,-0.006566423713862,-0.287866426446045,-0.211597126999209,-0.951197251942252,-1.16882881207545,0.863575588911608,0.156741013408489
1119,"06","f8","yet",1,"e","modal","L",72,3.012,5.609,2.598,-3.313,5.91,7.81,10.07,17.489,21.748,19.479,16.605,0,25.885,40.329,44.241,42.074,157.047,423.335,2555.717,58.018,399.717,-0.515700160653214,0.047,-11.88,-16.139,-13.87,0.878068418823096,1.34627376129741,0.417863137132759,0.129489685179664,0.320346802109332,-0.073926038100671,-0.69877651049381,0.656032796227965,0.0840676320043736,-0.859645779141396,0.393998831486507,0.190372269157599,0.553392069638309,1.16086563784891,-0.380429155507041,-0.06986275577543,-0.0234621182161564,-0.261871058587672,-0.390341254608865,-0.951197251942252,-1.16882881207545,0.810023222142661,0.129843588110281
1119,"07","f8","yet",1,"e","modal","L",72,1.545,5.245,3.7,-5.15,8.85,7.015,11.752,17.734,22.067,19.838,16.323,0,25.021,38.987,43.676,42.078,154.826,421.946,2579.194,51.127,285.182,-0.560667306169737,0.048,-12.489,-16.822,-14.593,0.795625588256046,1.55817210681279,0.123857545371447,0.0492869755832531,0.22985341737532,-0.171409239475404,-1.02695573639853,1.09542468935017,-0.0277832823091566,-0.676722668673153,0.427358768746065,0.231995753281026,0.598287417449896,1.04844306695391,-0.478338311828577,-0.198195822865255,-0.0770917103161363,-0.261450080970532,-0.461036687969206,-0.951197251942252,-1.16882881207545,0.814337671692344,0.119861649082823
1119,"08","f8","yet",1,"e","modal","L",72,1.258,4.994,3.735,-6.601,10.336,6.362,13.735,16.102,21.533,20.569,16.344,0,24.863,38.82,43.753,42.166,153.854,413.479,2552.451,57.473,239.667,-0.619788758288394,0.053,-11.109,-16.54,-15.576,0.738776273771624,1.56490209056328,-0.108370061403546,0.231027105703199,0.267216718246464,-0.303948640514632,-1.09115985216857,1.31751188430922,-0.119655794317629,-0.461064804191271,0.205140737694644,0.162318823745258,0.6897038499019,0.900633247898738,-0.496242995507746,-0.214165735088803,-0.0697828986494135,-0.252188573393461,-0.455772134421095,-0.951197251942252,-1.16882881207545,0.83466854378504,0.158281738080084
1119,"09","f8","yet",1,"e","modal","L",72,1.618,4.955,3.337,-6.947,10.284,6.859,14.335,15.772,21.462,20.686,16.344,0,24.863,38.82,43.753,42.166,150.478,395.657,2444.35,109.729,271.339,-0.619788758288394,0.062,-10.817,-16.507,-15.731,0.729943113353726,1.48837256105773,-0.163746182660712,0.269482263670607,0.271589019412236,-0.324847528776158,-1.01062507280545,1.3097403270159,-0.0497313862499248,-0.395812802835179,0.160206944651158,0.153054662702112,0.704335481361387,0.900633247898738,-0.496242995507746,-0.214165735088803,-0.0697828986494135,-0.252188573393461,-0.455772134421095,-0.951197251942252,-1.16882881207545,0.86692355457299,0.149448577662186
1119,"10","f8","yet",1,"e","modal","L",72,1.618,4.955,3.337,-6.947,10.284,6.859,14.335,15.772,21.462,20.686,16.344,0,24.863,38.82,43.753,42.166,146.259,395.657,2444.35,109.729,271.339,-0.619788758288394,0,-10.817,-16.507,-15.731,0.729943113353726,1.48837256105773,-0.163746182660712,0.269482263670607,0.271589019412236,-0.324847528776158,-1.01062507280545,1.3097403270159,-0.0497313862499248,-0.395812802835179,0.160206944651158,0.153054662702112,0.704335481361387,0.900633247898738,-0.496242995507746,-0.214165735088803,-0.0697828986494135,-0.252188573393461,-0.455772134421095,-0.951197251942252,-1.16882881207545,0,0.149448577662186
1120,"01","f8","yet",2,"e","modal","L",93,3.249,5.131,1.881,-6.486,8.368,6.187,13.939,16.471,20.779,21.028,18.749,0.205,24.501,41.708,46.612,43.849,176.867,394.507,2668.823,52.863,342.579,-0.614393726401688,0.028,-11.34,-15.648,-15.897,0.769805580880651,1.2084052370374,-0.0899647031822337,0.200605388270077,0.385401343697033,-0.347229563946567,-0.645757780746421,1.02338833136211,-0.144277064764003,-0.4388791237302,0.255384888097814,0.0639360430898841,0.747104865627578,0.91412139236059,-0.537265118873945,0.0620085553399713,0.20159232933969,-0.0750622409819579,0.147144593350604,-0.322109098739064,-0.573645909055856,0.704584393945874,0.180617390835365
