"measurement.no","Phonation","h1h2.mean","h1h2.se","h1h2.pse","h1h2.mse","h1c.mean","h1c.se","h1c.pse","h1c.mse","h2h4.mean","h2h4.se","h2h4.pse","h2h4.mse","h42K.mean","h42K.se","h42K.pse","h42K.mse","h2Kh5K.mean","h2Kh5K.se","h2Kh5K.pse","h2Kh5K.mse","h1a1.mean","h1a1.se","h1a1.pse","h1a1.mse","h1a2.mean","h1a2.se","h1a2.pse","h1a2.mse","h1a3.mean","h1a3.se","h1a3.pse","h1a3.mse","cpp.mean","cpp.se","cpp.pse","cpp.mse","hnr05.mean","hnr05.se","hnr05.pse","hnr05.mse","hnr15.mean","hnr15.se","hnr15.pse","hnr15.mse","hnr25.mean","hnr25.se","hnr25.pse","hnr25.mse","hnr35.mean","hnr35.se","hnr35.pse","hnr35.mse","strF0.mean","strF0.se","strF0.pse","strF0.mse","sF1.mean","sF1.se","sF1.pse","sF1.mse","sF2.mean","sF2.se","sF2.pse","sF2.mse","sB1.mean","sB1.se","sB1.pse","sB1.mse","sB2.mean","sB2.se","sB2.pse","sB2.mse","energy.mean","energy.se","energy.pse","energy.mse","norm.soe.mean","norm.soe.se","norm.soe.pse","norm.soe.mse","H1c.resid.mean","H1c.resid.se","H1c.resid.pse","H1c.resid.mse","a1c.mean","a1c.se","a1c.pse","a1c.mse","a2c.mean","a2c.se","a2c.pse","a2c.mse"
7,"laryngealized",2.89579853479853,0.316890063934035,3.51690306010924,2.27469400948783,-1.65547985347985,0.410240754004546,-0.851407975630943,-2.45955173132876,3.67350549450549,0.424629367114544,4.50577905405,2.84123193496099,7.13242490842491,0.531121371270379,8.17342279611485,6.09142702073497,19.1799523809524,0.527745921647858,20.2143343873822,18.1455703745226,15.4514542124542,0.592947064964307,16.6136304597843,14.2892779651242,19.1784835164835,0.457496742584624,20.0751771319494,18.2817899010177,14.3357032967033,0.482020891371842,15.2804642437921,13.3909423496145,17.467,0.216941801611806,17.8922059311591,17.0417940688409,23.3551648351648,0.538150999632333,24.4099407944442,22.3003888758855,33.0213223443223,0.655166997118074,34.3054496586738,31.7371950299709,37.3984212454212,0.65207707232294,38.6764923071742,36.1203501836683,39.1557142857143,0.584886776720091,40.3020923680857,38.0093362033429,138.584490842491,2.79216709742712,144.057138353448,133.111843331534,465.396058608059,12.2121614366485,489.33189502389,441.460222192228,1921.99741025641,30.4141430282581,1981.6091305918,1862.38568992102,154.183827838828,10.4434143072485,174.652919881035,133.714735796621,300.516490842491,14.4071028903206,328.754412507519,272.278569177462,-1.11129104695876,0.0321290877410284,-1.04831803498634,-1.17426405893118,0.753652353545979,0.00798419755496548,0.769301380753711,0.738003326338247,-0.378906585916239,0.0564427196093315,-0.268278855481949,-0.489534316350529,-17.1069304029304,0.682303692306269,-15.7696151660101,-18.4442456398507,-20.8339304029304,0.434288179708906,-19.9827255707009,-21.6851352351599
8,"modal",4.0631113671275,0.145791495563358,4.34886269843168,3.77736003582331,1.57826420890937,0.181430926280853,1.93386882441984,1.2226595933989,2.83262058371736,0.176255272966332,3.17808091873137,2.48716024870335,7.61827496159754,0.208457426776554,8.02685151807959,7.2096984051155,19.9945376344086,0.249169466680431,20.4829097891022,19.506165479715,13.2279930875576,0.244397261793273,13.7070117206724,12.7489744544428,18.400643625192,0.235528833905801,18.8622801396474,17.9390071107366,14.4951221198157,0.24222829282962,14.9698895737617,14.0203546658696,17.0271866359447,0.15430728500439,17.3296289145533,16.7247443573361,25.6287050691244,0.285009752623724,26.1873241842669,25.0700859539819,36.9918671274962,0.345055027944956,37.6681749822683,36.315559272724,39.9212711213518,0.355877776349158,40.6187915629961,39.2237506797074,40.5203602150538,0.34618777927173,41.1988882624264,39.8418321676812,150.431424731183,1.18905602770668,152.761974545488,148.100874916878,362.384920890937,3.72394934395233,369.683861605084,355.08598017679,2001.89379569892,12.8902450855558,2027.15867606661,1976.62891533124,115.858757296467,3.64442696706005,123.001834151905,108.715680441029,325.805866359447,7.06407130678238,339.65144612074,311.960286598154,-0.978595595309235,0.0171879274197965,-0.944907257566434,-1.01228393305204,0.82212508699916,0.00274068471868282,0.827496829047778,0.816753344950541,0.0833180130099462,0.0188045506162099,0.120174932217718,0.0464610938021748,-11.6497242703533,0.255250789776666,-11.149432722391,-12.1500158183156,-16.8223847926267,0.231774462910321,-16.3681068453225,-17.276662739931
8,"breathy",3.7063355704698,0.323803935210437,4.34099128348226,3.07167985745734,1.04743288590604,0.397257292125806,1.82605717847262,0.268808593339461,5.93128859060403,0.514194291276691,6.93910940150634,4.92346777970171,7.00453020134228,0.572793850764891,8.12720614884147,5.8818542538431,19.3020503355705,0.665373518470416,20.6061824317725,17.9979182393685,20.5703724832215,0.703017542593308,21.9482868667044,19.1924580997386,22.8125134228188,0.561906616627573,23.9138503914088,21.7111764542287,16.7387852348993,0.605713423277376,17.925983544523,15.5515869252757,17.2143456375839,0.195979849961278,17.598466143508,16.8302251316598,24.7730067114094,0.439205954349805,25.633850381935,23.9121630408838,32.8023657718121,0.437483878641039,33.6598341739485,31.9448973696756,36.5981677852349,0.421019670705854,37.4233663398184,35.7729692306514,39.130110738255,0.394471675738116,39.9032752227017,38.3569462538083,137.09194295302,2.3065997868131,141.612878535174,132.571007370866,479.045426174497,12.7654898057024,504.065786193673,454.02506615532,1763.19683221476,22.950462606612,1808.17973892372,1718.21392550581,218.355926174497,12.0040193699732,241.883804139644,194.828048209349,274.918288590604,12.5982234048066,299.610806464025,250.225770717183,-1.17226391837205,0.0357531510878368,-1.10218774223989,-1.24234009450421,0.778940355409241,0.0060439095718056,0.79078641816998,0.767094292648502,0.310962992599994,0.0427478914998326,0.394748859939666,0.227177125260323,-19.5229060402685,0.697307511772847,-18.1561833171937,-20.8896287633432,-21.7650167785235,0.549357066349383,-20.6882769284787,-22.8417566285683
8,"checked",2.90333333333333,0.349882124523903,3.58910229740018,2.21756436926648,-2.66130348258706,0.53432423189319,-1.61402798807641,-3.70857897709772,2.45878606965174,0.424426628793341,3.29066226208669,1.62690987721679,6.19653233830846,0.667896579193592,7.5056096335279,4.88745504308902,19.4908756218905,0.79050426789453,21.0402639869638,17.9414872568173,13.2566169154229,0.593522168218449,14.419920365131,12.0933134657147,17.4243731343284,0.617674466279693,18.6350150882366,16.2137311804202,12.0561194029851,0.663716807063424,13.3570043448294,10.7552344611408,15.1254378109453,0.415610583121751,15.9400345538639,14.3108410680266,19.563592039801,0.703705646968818,20.9428551078599,18.1843289717421,29.9067661691542,0.904637468988962,31.6798556083726,28.1336767299359,33.97892039801,0.964578740943815,35.8694947302598,32.0883460657601,36.0712786069652,0.983957162291038,37.9998346450556,34.1427225688747,141.38555721393,3.52623966509106,148.296986957509,134.474127470352,410.915084577114,10.2643918687743,431.033292639912,390.796876514317,1838.95578606965,37.0860920757712,1911.64452653816,1766.26704560114,112.878990049751,7.13658996689745,126.86670638487,98.8912737146322,282.594562189055,17.2148829482667,316.335732767658,248.853391610452,-1.26840241963406,0.0472228491894915,-1.17584563522265,-1.36095920404546,0.711270132381483,0.00965237034064743,0.730188778249152,0.692351486513814,-0.369246235324543,0.0657841943367513,-0.240309214424511,-0.498183256224576,-15.91792039801,0.705970227810906,-14.5342187515006,-17.3016220445193,-20.0856815920398,0.566305281830746,-18.9757232396515,-21.1956399444281
8,"laryngealized",3.49160791366906,0.31601494473108,4.11099720534198,2.87221862199615,-1.4413273381295,0.396789842051256,-0.663619247709034,-2.21903542854996,3.91728417266187,0.436545481256292,4.7729133159242,3.06165502939954,7.30740287769784,0.509094057575527,8.30522723054587,6.30957852484981,18.8994064748201,0.515949632432151,19.9106677543872,17.8881451952531,16.5757014388489,0.611756089213808,17.774743373708,15.3766595039899,20.1473417266187,0.477165282866048,21.0825856810362,19.2120977722013,15.0560863309353,0.484479504446162,16.0056661596497,14.1065065022208,17.1791798561151,0.216452150490662,17.6034260710768,16.7549336411534,23.0057230215827,0.525483450337261,24.0356705842438,21.9757754589217,32.5967050359712,0.643557599552425,33.858077931094,31.3353321408485,37.0203489208633,0.642915312822607,38.2804629339956,35.760234907731,38.9551294964029,0.57993806519274,40.0918081041806,37.8184508886251,137.647838129496,2.83082925261429,143.19626346462,132.099412794372,465.033794964029,12.006092213554,488.565735702595,441.501854225463,1928.38550719424,28.9858250044528,1985.19772420297,1871.57329018552,165.044133093525,10.7436658002878,186.101718062089,143.986548124961,315.83467266187,14.9723074457279,345.180395255497,286.488950068244,-1.15099983572262,0.0319257698515471,-1.08842532681359,-1.21357434463165,0.764295667274632,0.00697741235720453,0.777971395494753,0.750619939054511,-0.280123399411604,0.0548011115525054,-0.172713220768694,-0.387533578054515,-18.0170431654676,0.690817632742119,-16.6630406052931,-19.3710457256422,-21.5886654676259,0.441687441216925,-20.7229580828407,-22.4543728524111
9,"modal",4.08028185328185,0.146649320219166,4.36771452091142,3.79284918565229,1.35415366795367,0.18658325291572,1.71985684366848,0.988450492238857,2.85807953667954,0.179660540732982,3.21021419651618,2.50594487684289,7.60123397683398,0.209651575215076,8.01215106425552,7.19031688941243,20.1331428571429,0.25042014396486,20.623966339314,19.6423193749717,13.2971575289575,0.249570712854517,13.7863161261524,12.8079989317627,18.6806386100386,0.237245832190746,19.1456404411325,18.2156367789447,14.5469953667954,0.242109886072124,15.0215307434967,14.072459990094,16.641250965251,0.149847309022677,16.9349516909354,16.3475502395665,24.8042764478764,0.277178057736563,25.3475454410401,24.2610074547128,36.3328579150579,0.339330150199589,36.9979450094491,35.6677708206667,39.3935644787645,0.351456339437106,40.0824189040612,38.7047100534677,40.1513019305019,0.34368231418399,40.8249192663026,39.4776845947013,149.707623166023,1.17713578545786,152.014809305521,147.400437026526,360.356532046332,3.81035468949912,367.82482723775,352.888236854914,1991.18336911197,12.7001013251379,2016.07556770924,1966.2911705147,128.130419305019,4.03875518966282,136.046379476758,120.21445913328,351.646769111969,7.11873238595902,365.599484588449,337.694053635489,-1.01537065457298,0.0175316960153542,-0.981008530382888,-1.04973277876308,0.81191991617868,0.00297226501437422,0.817745555606854,0.806094276750507,0.0979747475596092,0.0191041825237358,0.135418945306131,0.060530549813087,-11.943,0.260362298267738,-11.4326898953952,-12.4533101046048,-17.3264841698842,0.23422004354676,-16.8674128845325,-17.7855554552358
9,"breathy",4.00947297297297,0.338163604123405,4.67227363705485,3.3466723088911,0.696013513513513,0.410901265679246,1.50137999424484,-0.10935296721781,5.85834459459459,0.519646952798321,6.8768526220793,4.83983656710988,7.27491891891892,0.559023527998887,8.37060503379674,6.1792328040411,19.1518547297297,0.660106012137533,20.4456625135193,17.8580469459402,20.8206959459459,0.74745703836018,22.2857117411319,19.35568015076,23.1941756756757,0.586279973490792,24.3432844237176,22.0450669276337,16.7822939189189,0.641156522034216,18.038960702106,15.5256271357319,16.9181891891892,0.189486395813559,17.2895825249838,16.5467958533946,24.2152162162162,0.42590316354793,25.0499864167702,23.3804460156623,32.6307736486486,0.427939753646698,33.4695355657962,31.7920117315011,36.5464662162162,0.409758431757661,37.3495927424612,35.7433396899712,39.1779189189189,0.38847191833342,39.9393238788524,38.4165139589854,135.613179054054,2.33895632458437,140.197533450239,131.028824657869,469.117138513514,12.9153457989977,494.431216279549,443.803060747478,1786.40293918919,23.0036807401046,1831.49015343979,1741.31572493858,225.903391891892,12.3232503090521,250.056962497634,201.74982128615,281.704753378378,12.0668239019541,305.355728226208,258.053778530548,-1.23271521341501,0.0368419140447549,-1.16050506188729,-1.30492536494273,0.765697119591205,0.00610766406223574,0.777668141153187,0.753726098029223,0.33605932557291,0.0462245136190519,0.426659372266251,0.245459278879568,-20.1246891891892,0.733634627484682,-18.6867653193192,-21.5626130590592,-22.4981756756757,0.562383017620007,-21.3959049611405,-23.6004463902109
9,"checked",3.1308078817734,0.386970368472673,3.88926980397984,2.37234595956696,-3.69452216748768,0.558178853731069,-2.60049161417479,-4.78855272080058,2.73229556650246,0.452758740724563,3.61970269832261,1.84488843468232,6.01445812807882,0.679976064171756,7.34721121385546,4.68170504230218,19.3239556650246,0.790852298325787,20.8740261697432,17.7738851603061,13.2564482758621,0.625634532349563,14.4826919592672,12.0302045924569,17.9318522167488,0.616324270049448,19.1398477860457,16.7238566474518,12.5307586206897,0.679415684159183,13.8624133616417,11.1991038797377,14.9363103448276,0.386555220610067,15.6939585772233,14.1786621124319,19.1829261083744,0.662803133776957,20.4820202505772,17.8838319661715,29.7949704433498,0.859155182127823,31.4789146003203,28.1110262863792,34.1122660098522,0.916613941647528,35.9088293354814,32.3157026842231,36.3969064039409,0.939106217638432,38.2375545905122,34.5562582173696,142.094310344828,3.58224249939555,149.115505643643,135.073115046012,410.40975862069,10.3251870978944,430.647125332563,390.172391908817,1843.94683251232,36.9508730725116,1916.37054373444,1771.52312129019,128.938300492611,8.46991353761073,145.539331026328,112.337269958894,306.282472906404,17.2208540142601,340.035346774354,272.529599038454,-1.34692433436402,0.0487698377458493,-1.25133545238215,-1.44251321634588,0.684179791681829,0.010185282310794,0.704142945010986,0.664216638352673,-0.458673457218474,0.0675996636672016,-0.326178116430759,-0.591168798006189,-16.9510197044335,0.741973900341522,-15.4967508597641,-18.4052885491029,-21.6264285714286,0.598122935594221,-20.4541076176639,-22.7987495251932
9,"laryngealized",3.93141007194245,0.322101615097922,4.56272923753437,3.30009090635052,-1.27371582733813,0.398452209319161,-0.492749497072573,-2.05468215760369,3.7836726618705,0.436754475001177,4.63971143287281,2.9276338908682,7.3858309352518,0.519764399560252,8.40456915838989,6.3670927121137,19.1865179856115,0.521607579727,20.2088688418764,18.1641671293466,17.0162697841727,0.62051761508011,18.2324843097297,15.8000552586156,21.018654676259,0.463175787083194,21.9264792189421,20.1108301335759,15.2508273381295,0.498615327881059,16.2281133807764,14.2735412954826,16.9141438848921,0.212829734193214,17.3312901639108,16.4969976058734,22.9353705035971,0.51319910567314,23.9412407507165,21.9295002564778,32.7521870503597,0.627127186040042,33.9813563349982,31.5230177657212,37.2141223021583,0.629931292040252,38.4487876345572,35.9794569697594,39.2269784172662,0.571915483265978,40.3479327644675,38.1060240700649,137.55404676259,2.80256494750254,143.047074059695,132.061019465485,456.692989208633,12.052162696978,480.31522809471,433.070750322556,1910.36012589928,28.2835982262408,1965.79597842271,1854.92427337585,169.122723021583,10.3991180104337,189.504994322033,148.740451721133,351.30432733813,17.2210962089199,385.057675907613,317.550978768646,-1.19696604222325,0.0325834103107828,-1.13310255801412,-1.26082952643238,0.765118541938053,0.00746860349818715,0.7797570047945,0.750480079081606,-0.171581649449178,0.0520765686884137,-0.0695115748198875,-0.273651724078469,-18.2899928057554,0.686790728981526,-16.9438829769516,-19.6361026345592,-22.2924028776978,0.436450836833275,-21.4369592375046,-23.1478465178911
10,"modal",4.08441435185185,0.146791775012155,4.37212623087567,3.79670247282803,1.29775077160494,0.189131036681551,1.66844760350078,0.927053939709099,2.94903086419753,0.179047388632633,3.29996374591749,2.59809798247757,7.5295887345679,0.213025005402217,7.94711774515625,7.11205972397956,20.1473888888889,0.254419869316916,20.64605183275,19.6487259450277,13.3740887345679,0.257203791537627,13.8782081659817,12.8699693031542,18.8712160493827,0.239299376436081,19.3402428271974,18.402189271568,14.5435216049383,0.246289585677561,15.0262491928663,14.0607940170103,16.5760408950617,0.149297499827239,16.8686639947231,16.2834177954003,24.6467608024691,0.273701542355481,25.1832158254859,24.1103057794524,36.2269567901235,0.337360449941661,36.8881832720091,35.5657303082378,39.3320108024691,0.349777377226547,40.0175744618332,38.6464471431051,40.1174714506173,0.342595426495142,40.7889584865478,39.4459844146868,148.808413580247,1.20153320963725,151.163418671136,146.453408489358,361.140099537037,3.79825272983275,368.584674887509,353.695524186565,1998.05227160494,12.4774809978179,2022.50813436066,1973.59640884922,137.717881944444,4.37695921052901,146.296721997081,129.139041891808,380.891550154321,7.37838207927371,395.353179029697,366.429921278945,-1.02520223437838,0.0176887450120958,-0.990532294154669,-1.05987217460208,0.640406524337541,0.00550230170974706,0.651191035688645,0.629622012986437,0.100028555967381,0.019312340654918,0.13788074365102,0.0621763682837417,-12.0763225308642,0.265136644890491,-11.5566547068788,-12.5959903548496,-17.5734691358025,0.235438161772791,-17.1120103387278,-18.0349279328771
10,"breathy",4.02721,0.349253047247878,4.71174597260584,3.34267402739416,0.151873333333333,0.426605168852028,0.988019464283308,-0.684272797616641,5.99830333333333,0.507461568203914,6.992928007013,5.00367865965366,7.24246,0.564228183780796,8.34834724021036,6.13657275978964,18.9234033333333,0.668435122190212,20.2335361728261,17.6132704938405,21.01985,0.754584390412854,22.4988354052092,19.5408645947908,23.23424,0.600446362680454,24.4111148708537,22.0573651291463,16.81208,0.664008260734903,18.1135361910404,15.5106238089596,16.8602333333333,0.186859293776773,17.2264775491358,16.4939891175309,24.3491633333333,0.418672219086151,25.1697608827422,23.5285657839245,32.8639633333333,0.420375623540779,33.6878995554733,32.0400271111934,36.7278533333333,0.405265869372057,37.5221744373026,35.9335322293641,39.3472033333333,0.38611620908553,40.103991103141,38.5904155635257,134.353313333333,2.34604748204994,138.951566398151,129.755060268515,465.478663333333,12.2689412846417,489.525788251231,441.431538415436,1812.22288333333,22.7336874581883,1856.78091075138,1767.66485591528,245.01864,11.863648222148,268.27139051541,221.76588948459,319.767726666667,12.0524320175958,343.390493421155,296.144959912179,-1.27474309364486,0.0383884255350876,-1.19950177959609,-1.34998440769363,0.624379070623679,0.00916890466059656,0.642350123758448,0.60640801748891,0.290841309606742,0.0471041180261812,0.383165380938057,0.198517238275427,-20.8680066666667,0.75186734013933,-19.3943466799936,-22.3416666533398,-23.08238,0.579516858920832,-21.9465269565152,-24.2182330434848
10,"checked",2.98301515151515,0.382618277287974,3.73294697499958,2.23308332803072,-3.69171212121212,0.557603502835277,-2.59880925565498,-4.78461498676926,2.81470707070707,0.445214834961283,3.68732814723118,1.94208599418296,6.10019696969697,0.689065026250375,7.4507644211477,4.74962951824623,18.8673888888889,0.824588344156501,20.4835820434356,17.2511957343421,13.3248232323232,0.664970732117948,14.6281658672744,12.0214805973721,17.6903232323232,0.642293334754774,18.9492181684426,16.4314282962039,12.4651111111111,0.684881311092993,13.8074784808534,11.1227437413688,14.7588585858586,0.399595672566825,15.5420661040896,13.9756510676276,18.8571414141414,0.685638984342144,20.200993823452,17.5132890048308,29.4796313131313,0.89103491026055,31.226059737242,27.7332028890206,33.7684191919192,0.951974925502772,35.6342900459046,31.9025483379338,36.0037525252525,0.975980365513287,37.9166740416586,34.0908310088465,142.129782828283,3.67505198850006,149.332884725743,134.926680930823,414.784095959596,10.7326502366026,435.820090423337,393.748101495855,1867.66215656566,37.278416856242,1940.72785360389,1794.59645952742,143.569070707071,11.6107323949213,166.326106201116,120.812035213025,301.890070707071,14.9305358800466,331.153921031962,272.626220382179,-1.35425481254828,0.0498090749939463,-1.25662902556015,-1.45188059953642,0.49842881241538,0.0148034661533555,0.527443606075957,0.469414018754803,-0.462090746786817,0.0720558549482753,-0.320861271088198,-0.603320222485437,-17.0165555555556,0.805760766595704,-15.437264453028,-18.5958466580831,-21.3820505050505,0.64487990933137,-20.118085882761,-22.64601512734
10,"laryngealized",4.00828,0.340093696396059,4.67486364493628,3.34169635506373,-1.38254181818182,0.416073537351267,-0.567037684973336,-2.1980459513903,3.90589090909091,0.450255258322813,4.78839121540362,3.0233906027782,7.39177454545455,0.515426380597479,8.4020102514256,6.38153883948349,19.1209490909091,0.529804973686697,20.159366839335,18.0825313424832,17.3631890909091,0.635841877216649,18.6094391702537,16.1169390115645,21.2140618181818,0.485038602859015,22.1647374797855,20.2633861565782,15.2692618181818,0.513538299905465,16.2757968859965,14.2627267503671,16.7428290909091,0.215782853535963,17.1657634838396,16.3198946979786,22.8517527272727,0.506099313690166,23.8437073821055,21.85979807244,32.6573963636364,0.623901908516488,33.8802441043287,31.434548622944,37.1247309090909,0.627763773064539,38.3551479042974,35.8943139138844,39.1644981818182,0.572166747760523,40.2859450074288,38.0430513562076,136.463196363636,2.71517194606298,141.78493337792,131.141459349353,458.42128,12.2466577604601,482.424729210502,434.417830789498,1913.69548,26.9796352753573,1966.5755651397,1860.8153948603,189.926043636364,11.4929463906295,212.452218561997,167.39986871073,388.038970909091,17.4721924186929,422.284468049729,353.793473768453,-1.22437040808208,0.0332512581510069,-1.15919794210611,-1.28954287405805,0.639032018676648,0.0113099026741008,0.661199427917886,0.616864609435411,-0.158631041110509,0.0546925665581704,-0.0514336106564945,-0.265828471564523,-18.7456909090909,0.69458119089579,-17.3843117749352,-20.1070700432467,-22.5966218181818,0.451578120066155,-21.7115287028522,-23.4817149335115
